t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.203,32.3955,31.3955,0.0000,0.9979,0.1923,1.0001,75.0,2961.4,2924.3,2969.9,2928.7,2930.0,2932.5,2925.0,2922.8,2994.1,2989.9,2994.6,2990.4,2990.5,2990.7,2989.8,2989.6,0.9891,0.9781,0.9917,0.9794,0.9798,0.9805,0.9783,0.9777
0.404,31.9549,30.9237,0.0000,1.2521,0.1852,1.0312,78.0,2920.9,2579.3,2746.2,2920.7,2918.7,2919.9,2919.7,2920.8,2949.5,2948.1,2949.3,2949.5,2949.4,2949.5,2949.7,2949.6,0.9903,0.8749,0.9311,0.9903,0.9896,0.9900,0.9898,0.9902
0.604,31.9570,30.8831,0.0000,1.1984,0.1862,1.0739,79.0,2887.0,2884.7,2884.5,2883.1,2886.9,2884.5,2884.5,2884.3,2918.1,2917.9,2918.0,2918.0,2918.0,2917.9,2917.9,2917.9,0.9893,0.9886,0.9885,0.9880,0.9893,0.9886,0.9886,0.9885
0.804,32.1056,30.7928,0.0000,1.4123,0.1840,1.3129,80.0,2869.2,2873.3,2883.8,2883.5,2881.0,2882.6,2878.4,2883.4,2912.5,2912.7,2912.7,2912.7,2912.7,2912.7,2912.7,2912.8,0.9851,0.9865,0.9901,0.9900,0.9891,0.9896,0.9882,0.9899
1.005,31.9482,30.8620,0.0000,1.2839,0.1837,1.0861,80.0,2878.3,2865.2,2878.5,2878.1,2869.7,2878.6,2878.6,2878.2,2909.5,2909.1,2909.7,2909.6,2910.0,2909.8,2909.8,2909.7,0.9893,0.9849,0.9893,0.9892,0.9862,0.9893,0.9893,0.9892
1.205,32.1133,30.7980,0.0000,1.3879,0.1840,1.3153,81.0,2876.7,2876.7,2876.7,2876.5,2876.8,2876.7,2876.7,2876.5,2906.4,2906.4,2906.4,2906.4,2906.4,2906.4,2906.4,2906.4,0.9898,0.9898,0.9898,0.9897,0.9898,0.9898,0.9898,0.9897
1.406,31.9756,30.8236,0.0000,1.3727,0.1834,1.1520,80.0,2876.3,2874.9,2876.3,2876.0,2876.2,2876.2,2876.2,2876.0,2905.6,2905.5,2905.5,2905.5,2905.6,2905.5,2905.4,2905.4,0.9899,0.9894,0.9899,0.9899,0.9899,0.9899,0.9899,0.9899
1.606,31.9488,30.8575,0.0000,1.2857,0.1837,1.0913,81.0,2883.5,2883.2,2883.3,2883.9,2883.3,2883.3,2883.3,2883.8,2911.8,2911.6,2911.7,2911.7,2911.6,2911.6,2911.6,2911.6,0.9903,0.9903,0.9902,0.9905,0.9903,0.9903,0.9903,0.9905
1.806,32.1236,31.0796,0.0000,1.4325,0.1859,1.0440,81.0,2872.8,2870.8,2867.8,2872.4,2872.8,2872.7,2872.7,2872.4,2903.1,2903.2,2903.2,2903.1,2903.1,2903.0,2903.0,2903.1,0.9896,0.9889,0.9878,0.9894,0.9896,0.9896,0.9896,0.9894
2.009,32.2573,30.8230,0.0000,1.3144,0.1831,1.4343,81.0,2869.8,2870.1,2870.1,2869.9,2870.0,2870.1,2870.3,2870.0,2899.2,2899.3,2899.4,2899.3,2899.4,2899.5,2899.6,2899.5,0.9899,0.9899,0.9899,0.9898,0.9899,0.9899,0.9899,0.9898
