t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.200,28.1057,27.2341,0.0009,0.6793,0.1938,0.8707,82.0,3333.7,3166.1,490.4,467.0,3168.4,3108.9,456.0,409.9,3553.9,3566.7,3331.8,3339.2,3566.3,3575.5,3361.9,3376.4,0.9380,0.8877,0.1472,0.1399,0.8884,0.8695,0.1356,0.1214
0.401,29.0679,28.3739,0.0000,0.5405,0.1956,0.6940,88.0,3570.0,3570.1,1.4,9.5,3570.2,3570.1,3.2,8.0,3590.1,3590.1,3504.5,3329.8,3590.3,3590.2,3316.6,3327.5,0.9944,0.9944,0.0004,0.0029,0.9944,0.9944,0.0010,0.0024
0.601,30.1562,29.1546,0.0000,0.8310,0.1929,1.0016,83.0,3356.5,3238.5,642.2,577.0,3206.9,3142.1,541.1,454.6,3481.4,3493.0,3128.4,3122.4,3494.7,3506.1,3118.1,3141.1,0.9641,0.9271,0.2053,0.1848,0.9176,0.8962,0.1735,0.1447
0.801,29.7747,29.0328,0.0000,0.6168,0.1935,0.7419,89.0,3524.4,3524.4,186.2,130.0,3524.4,3524.4,19.3,19.6,3558.2,3558.2,3297.7,3312.8,3558.2,3558.2,3317.8,3324.4,0.9905,0.9905,0.0565,0.0393,0.9905,0.9905,0.0058,0.0059
1.002,30.0924,29.2480,0.0000,0.5649,0.1999,0.8444,89.0,3598.4,3598.3,1.5,5.0,3598.4,3598.4,1.4,0.7,3597.2,3597.2,3316.1,3330.2,3597.2,3597.2,3283.6,3311.5,1.0003,1.0003,0.0004,0.0015,1.0003,1.0003,0.0004,0.0002
1.203,30.2422,29.3688,0.0000,0.8804,0.1920,0.8734,88.0,3369.4,3343.1,756.1,622.4,3183.2,3110.3,502.3,518.6,3450.3,3451.9,3114.2,3073.8,3472.7,3490.5,3044.6,3065.2,0.9765,0.9685,0.2428,0.2025,0.9166,0.8911,0.1650,0.1692
1.403,30.1189,29.2773,0.0000,0.5652,0.1935,0.8417,90.0,3569.0,3569.1,15.2,19.3,3569.2,3569.2,52.3,13.0,3585.5,3585.5,3343.9,3329.6,3585.7,3585.6,3248.5,3327.7,0.9954,0.9954,0.0045,0.0058,0.9954,0.9954,0.0161,0.0039
1.606,30.4790,29.7771,0.0000,0.7135,0.2014,0.7019,80.0,3339.1,3162.1,624.4,474.3,3396.2,3142.9,501.2,456.4,3449.2,3505.1,3167.3,3118.2,3502.1,3535.2,3123.8,3109.4,0.9681,0.9022,0.1971,0.1521,0.9698,0.8891,0.1605,0.1468
1.827,33.2088,32.0660,0.0000,0.7968,0.2057,1.1429,90.0,3598.2,3524.5,158.5,210.1,3495.3,3495.3,105.6,39.3,3599.3,3578.2,3248.7,3267.7,3548.8,3548.9,3158.2,3065.6,0.9997,0.9850,0.0488,0.0643,0.9849,0.9849,0.0334,0.0128
2.028,30.0921,29.3664,0.0000,0.5737,0.1987,0.7257,91.0,3569.5,3569.6,5.6,189.1,3569.4,3569.5,2.6,0.7,3581.5,3581.6,3330.0,3328.6,3581.5,3581.5,3382.4,3345.1,0.9966,0.9966,0.0017,0.0568,0.9966,0.9967,0.0008,0.0002
