t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.200,31.1068,30.1348,0.0000,1.1020,0.1892,0.9720,74.0,2907.7,2867.7,2865.2,2870.0,2861.9,2859.3,2905.0,2865.8,2933.6,2942.1,2946.5,2946.3,2946.9,2947.1,2940.2,2946.8,0.9912,0.9747,0.9724,0.9741,0.9712,0.9702,0.9880,0.9725
0.401,31.9421,30.8788,0.0000,1.3190,0.1868,1.0632,77.0,2898.6,2899.1,2899.4,2899.1,2899.5,2891.0,2899.4,2896.5,2930.0,2929.9,2930.0,2930.1,2930.0,2929.8,2930.1,2929.9,0.9893,0.9895,0.9895,0.9894,0.9896,0.9867,0.9895,0.9886
0.603,32.2710,31.0790,0.0000,1.2933,0.1831,1.1920,79.0,2885.3,2885.1,2885.1,2884.7,2885.0,2885.2,2885.1,2884.8,2914.6,2914.4,2914.5,2914.5,2914.5,2914.5,2914.5,2914.5,0.9899,0.9899,0.9899,0.9898,0.9899,0.9899,0.9899,0.9898
0.803,32.1389,30.8108,0.0000,1.3739,0.1846,1.3281,79.0,2883.5,2883.7,2877.2,2877.4,2883.6,2883.5,2883.4,2883.2,2913.5,2913.6,2913.8,2913.1,2913.5,2913.3,2913.2,2913.3,0.9897,0.9897,0.9874,0.9877,0.9898,0.9898,0.9898,0.9897
1.004,31.9451,30.9466,0.0000,1.1951,0.1855,0.9985,79.0,2877.6,2877.4,2877.4,2871.3,2877.4,2877.5,2877.5,2877.2,2908.9,2908.7,2908.8,2908.9,2908.8,2908.9,2908.9,2908.9,0.9892,0.9892,0.9892,0.9871,0.9892,0.9892,0.9892,0.9891
1.204,31.9561,30.7995,0.0000,1.3705,0.1843,1.1566,80.0,2880.6,2880.6,2880.6,2880.2,2879.5,2880.6,2880.6,2880.4,2911.0,2911.1,2911.0,2911.0,2911.1,2911.1,2911.1,2911.1,0.9896,0.9895,0.9896,0.9894,0.9891,0.9895,0.9895,0.9895
1.404,32.1371,30.8514,0.0000,1.3354,0.1834,1.2857,81.0,2878.0,2878.1,2878.0,2868.8,2873.3,2841.2,2876.6,2876.4,2908.6,2908.6,2908.6,2908.2,2908.2,2908.5,2907.2,2907.3,0.9895,0.9895,0.9895,0.9865,0.9880,0.9769,0.9895,0.9894
1.607,32.4004,31.2292,0.0000,1.3232,0.1859,1.1713,81.0,2865.2,2875.4,2875.4,2867.4,2875.7,2912.8,2876.9,2876.7,2904.6,2904.8,2904.8,2904.7,2904.9,2905.0,2906.3,2906.3,0.9865,0.9899,0.9899,0.9871,0.9899,1.0027,0.9899,0.9898
1.808,31.9622,30.7775,0.0000,1.4319,0.1831,1.1847,81.0,2874.3,2879.1,2880.3,2879.3,2878.6,2875.4,2880.0,2879.6,2907.0,2906.9,2906.9,2906.9,2906.8,2906.8,2906.7,2906.7,0.9887,0.9904,0.9908,0.9905,0.9903,0.9892,0.9908,0.9907
2.008,32.1139,30.8324,0.0000,1.2927,0.1843,1.2814,81.0,2870.8,2870.6,2870.5,2870.3,2870.8,2870.8,2870.8,2870.5,2900.8,2900.5,2900.6,2900.6,2900.6,2900.6,2900.7,2900.7,0.9897,0.9897,0.9896,0.9895,0.9897,0.9897,0.9897,0.9896
2.209,31.9570,30.7989,0.0000,1.3660,0.1831,1.1581,82.0,2875.5,2875.8,2875.8,2875.5,2875.7,2875.8,2875.7,2863.7,2904.5,2904.8,2904.7,2904.6,2904.7,2904.7,2904.7,2904.6,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.9900,0.9859
2.409,32.1175,30.9237,0.0000,1.1896,0.1855,1.1938,81.0,2870.5,2870.3,2870.1,2870.1,2870.3,2861.6,2870.2,2856.0,2901.9,2901.7,2901.8,2901.8,2901.7,2901.5,2901.8,2901.9,0.9892,0.9892,0.9891,0.9891,0.9892,0.9863,0.9891,0.9842
2.609,31.9430,30.8059,0.0000,1.3617,0.1834,1.1371,82.0,2869.2,2869.2,2869.3,2868.9,2869.3,2869.4,2869.2,2869.0,2899.1,2899.1,2899.1,2899.1,2899.2,2899.1,2899.1,2899.1,0.9897,0.9897,0.9897,0.9896,0.9897,0.9897,0.9897,0.9896
2.810,31.9521,30.7595,0.0000,1.4117,0.1834,1.1926,83.0,2870.2,2870.4,2870.4,2870.2,2864.9,2870.4,2870.4,2863.5,2898.5,2898.7,2898.6,2898.6,2898.3,2898.7,2898.7,2898.4,0.9902,0.9902,0.9902,0.9902,0.9885,0.9902,0.9902,0.9879
3.010,32.1145,30.8355,0.0000,1.2839,0.1840,1.2790,83.0,2867.3,2867.0,2867.0,2865.8,2867.1,2867.1,2867.0,2866.8,2896.1,2895.9,2896.1,2896.1,2896.0,2896.0,2896.0,2895.9,0.9900,0.9900,0.9900,0.9895,0.9900,0.9900,0.9900,0.9899
