t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.201,31.9295,30.9801,0.0000,1.0297,0.1880,0.9494,74.0,2940.8,2896.0,2898.9,2892.1,2890.0,2891.0,2934.3,2902.5,2977.9,2971.0,2971.2,2970.3,2970.0,2970.1,2976.6,2971.2,0.9875,0.9748,0.9757,0.9737,0.9730,0.9734,0.9858,0.9769
0.401,31.9454,30.8385,0.0000,1.3382,0.1843,1.1069,77.0,2888.6,2883.9,2894.2,2891.6,2894.4,2894.4,2877.9,2885.1,2926.6,2927.2,2926.5,2926.4,2926.6,2926.6,2926.3,2926.6,0.9870,0.9852,0.9890,0.9881,0.9890,0.9890,0.9835,0.9858
0.601,32.1142,30.8855,0.0000,1.2744,0.1865,1.2286,79.0,2885.6,2885.4,2885.5,2885.2,2883.4,2885.4,2885.7,2885.4,2915.8,2915.7,2915.7,2915.6,2915.8,2915.7,2915.7,2915.7,0.9896,0.9896,0.9896,0.9896,0.9889,0.9896,0.9897,0.9896
0.804,32.2796,31.1285,0.0000,1.4093,0.1834,1.1511,80.0,2867.0,2881.9,2873.4,2867.9,2869.7,2881.7,2881.7,2881.5,2911.3,2911.6,2911.7,2911.6,2911.8,2911.6,2911.6,2911.6,0.9848,0.9898,0.9868,0.9850,0.9855,0.9897,0.9897,0.9897
1.005,32.1114,30.8657,0.0000,1.2479,0.1840,1.2457,79.0,2877.5,2877.7,2877.5,2877.4,2877.7,2877.7,2877.6,2877.4,2906.6,2906.8,2906.6,2906.6,2906.7,2906.6,2906.6,2906.7,0.9900,0.9900,0.9900,0.9900,0.9900,0.9901,0.9900,0.9899
1.205,31.9546,30.7815,0.0000,1.3937,0.1834,1.1731,80.0,2881.2,2881.1,2881.2,2878.4,2836.7,2881.3,2881.3,2868.4,2911.8,2911.7,2911.9,2912.3,2910.9,2911.9,2911.9,2912.2,0.9895,0.9895,0.9895,0.9884,0.9745,0.9895,0.9895,0.9849
1.405,31.9640,30.7812,0.0000,1.3776,0.1840,1.1829,80.0,2874.1,2879.7,2875.9,2879.2,2879.5,2879.5,2879.4,2867.5,2909.2,2909.3,2908.9,2909.1,2909.0,2909.0,2909.0,2909.2,0.9879,0.9898,0.9886,0.9897,0.9898,0.9898,0.9898,0.9857
1.606,32.1020,30.7781,0.0391,1.2869,0.1852,1.2848,81.0,2877.4,2877.5,2877.5,2877.2,2875.6,2877.5,2877.5,2877.3,2907.2,2907.3,2907.3,2907.3,2907.1,2907.3,2907.3,2907.3,0.9898,0.9897,0.9897,0.9896,0.9891,0.9898,0.9898,0.9897
1.806,31.9579,30.7836,0.0000,1.4316,0.1831,1.1743,80.0,2818.0,2880.3,2876.8,2735.3,2871.1,2868.3,2880.5,2878.1,2907.7,2909.1,2909.2,2907.9,2908.7,2909.1,2909.4,2909.6,0.9692,0.9901,0.9889,0.9406,0.9871,0.9860,0.9901,0.9892
2.006,32.1212,30.9017,0.0000,1.2167,0.1855,1.2195,81.0,2873.4,2873.1,2873.3,2872.9,2873.2,2873.2,2873.2,2873.1,2905.0,2904.9,2904.9,2904.9,2904.9,2905.0,2905.0,2905.0,0.9891,0.9890,0.9891,0.9890,0.9891,0.9890,0.9891,0.9890
2.207,31.9674,30.7796,0.0000,1.3736,0.1831,1.1877,81.0,2833.1,2875.6,2875.4,2874.5,2875.4,2875.5,2875.3,2863.3,2894.1,2906.3,2906.3,2906.4,2906.3,2906.2,2906.1,2905.8,0.9789,0.9894,0.9894,0.9890,0.9894,0.9894,0.9894,0.9854
2.411,32.5762,30.9585,0.0000,1.3412,0.1880,1.6177,81.0,2875.2,2863.3,2863.4,2863.1,2863.4,2863.2,2863.3,2662.0,2901.9,2890.2,2890.2,2890.2,2890.1,2890.2,2890.2,2890.1,0.9908,0.9907,0.9907,0.9906,0.9907,0.9907,0.9907,0.9211
2.612,32.1163,30.7445,0.0000,1.3669,0.1831,1.3718,82.0,2871.9,2872.4,2865.5,2865.4,2872.4,2872.4,2872.5,2872.1,2902.4,2902.5,2902.4,2901.8,2902.6,2902.6,2902.6,2902.7,0.9895,0.9896,0.9873,0.9874,0.9896,0.9896,0.9896,0.9895
2.812,31.9707,30.8178,0.0000,1.3641,0.1837,1.1529,82.0,2868.3,2868.3,2859.9,2868.1,2868.1,2868.3,2863.0,2866.9,2899.4,2899.4,2899.4,2899.4,2899.3,2899.4,2898.9,2899.5,0.9893,0.9893,0.9864,0.9892,0.9892,0.9893,0.9876,0.9888
3.012,32.1041,30.8529,0.0000,1.2588,0.1840,1.2512,83.0,2873.7,2870.8,2873.7,2873.5,2873.9,2873.8,2873.8,2873.6,2900.8,2898.1,2900.8,2900.8,2900.9,2900.9,2900.9,2900.9,0.9907,0.9906,0.9907,0.9906,0.9907,0.9907,0.9907,0.9906
3.213,31.9534,30.7937,0.0000,1.4029,0.1831,1.1597,85.0,2873.1,2817.5,2872.7,2873.9,2872.7,2872.7,2872.7,2874.1,2903.9,2868.9,2903.5,2903.5,2903.5,2903.5,2903.5,2903.5,0.9894,0.9821,0.9894,0.9898,0.9894,0.9894,0.9894,0.9899
3.416,32.4627,31.2554,0.0000,1.2808,0.1862,1.2073,84.0,2869.3,2907.3,2869.5,2869.3,2869.4,2869.4,2869.4,2869.1,2898.1,2936.1,2898.2,2898.3,2898.2,2898.2,2898.1,2898.1,0.9901,0.9902,0.9901,0.9900,0.9901,0.9901,0.9901,0.9900
3.617,32.0885,30.7928,0.0000,1.3843,0.1840,1.2958,84.0,2872.9,2872.9,2872.9,2872.8,2873.0,2873.1,2873.1,2872.8,2900.6,2900.7,2900.8,2900.8,2900.8,2900.8,2900.9,2900.9,0.9904,0.9904,0.9904,0.9903,0.9904,0.9904,0.9904,0.9903
3.817,31.9778,30.8196,0.0000,1.3626,0.1831,1.1581,86.0,2870.0,2869.6,2869.7,2866.8,2869.6,2864.8,2869.5,2869.2,2897.1,2897.0,2896.9,2896.6,2896.8,2896.8,2896.7,2896.7,0.9906,0.9906,0.9906,0.9897,0.9906,0.9890,0.9906,0.9905
