t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.204,30.7595,29.9230,0.0000,0.9915,0.2017,0.8365,73.0,2822.2,2781.5,2882.6,1364.5,2754.2,2848.3,2903.5,2662.3,2900.8,2918.4,2963.4,2863.5,2930.1,2967.9,2964.6,2899.9,0.9729,0.9531,0.9727,0.4765,0.9400,0.9597,0.9794,0.9181
0.462,41.2035,39.9199,0.0000,1.6202,0.2380,1.2836,77.0,2787.6,2796.8,2848.8,2741.0,3021.1,2852.6,2405.5,2801.3,3016.1,2927.6,2948.8,2949.7,3008.9,2881.1,2886.9,3027.2,0.9242,0.9553,0.9661,0.9292,1.0040,0.9901,0.8333,0.9254
0.710,39.6264,38.3071,0.0000,1.4554,0.2332,1.3193,78.0,2641.5,2840.1,2791.2,2833.8,2784.7,2838.1,2703.3,2788.3,2936.2,2995.4,2910.2,2951.0,2935.4,3043.6,2985.2,2954.6,0.8996,0.9482,0.9591,0.9603,0.9487,0.9325,0.9056,0.9437
0.930,35.1375,33.9010,0.0000,1.3501,0.2087,1.2366,80.0,2849.1,2859.7,2462.8,2804.7,2776.3,2785.7,2317.3,2636.6,2944.5,2957.9,2898.1,2935.3,2932.1,2919.1,2861.4,2933.0,0.9676,0.9668,0.8498,0.9555,0.9468,0.9543,0.8099,0.8989
1.193,42.0333,40.3017,0.0000,1.7667,0.2319,1.7316,80.0,2781.5,2733.1,2724.5,2583.3,2692.3,2834.7,2781.5,2873.3,2921.5,2892.3,2985.5,2924.6,2933.0,2898.7,2996.0,2912.0,0.9521,0.9450,0.9126,0.8833,0.9179,0.9779,0.9284,0.9867
1.444,40.0896,38.6440,0.0000,1.5958,0.2228,1.4456,80.0,2825.4,2826.6,2622.3,2857.3,2969.7,2830.4,2748.5,2912.3,2945.6,2980.7,2936.2,2948.1,2948.3,3011.0,2923.3,2959.6,0.9592,0.9483,0.8931,0.9692,1.0073,0.9400,0.9402,0.9840
1.653,33.2583,32.9650,0.0000,1.3864,0.2060,0.2933,81.0,2697.8,2879.9,2867.6,2593.3,2768.8,2751.1,2795.5,2652.9,2918.0,2939.4,2922.8,2909.3,2921.8,2902.9,2926.8,2924.1,0.9246,0.9798,0.9811,0.8914,0.9476,0.9477,0.9551,0.9073
1.881,36.4098,34.5727,0.0000,1.6019,0.2103,1.8372,81.0,2806.7,2703.0,2672.5,2715.3,2647.8,2872.6,2596.2,2674.7,2917.8,2885.5,2889.6,2917.2,2913.4,2949.3,2876.6,2851.4,0.9619,0.9368,0.9249,0.9308,0.9088,0.9740,0.9025,0.9380
2.140,41.5181,39.4411,0.0000,1.5503,0.2252,2.0770,81.0,2729.5,2909.6,2782.6,2733.6,2604.7,2759.1,2802.2,2934.4,2937.0,2982.8,2979.2,2964.2,2928.6,2935.8,3002.7,3042.8,0.9294,0.9755,0.9340,0.9222,0.8894,0.9398,0.9332,0.9644
2.352,33.6724,32.6415,0.0000,1.3663,0.2097,1.0309,82.0,2643.7,2692.6,2624.7,2448.9,2812.0,2850.1,2488.0,2759.6,2938.9,2924.9,2913.6,2919.8,2937.9,2945.0,2895.5,2924.5,0.8996,0.9206,0.9008,0.8387,0.9572,0.9678,0.8593,0.9436
2.591,38.2021,36.7071,0.0000,1.6443,0.2185,1.4950,82.0,2858.5,2603.3,2712.8,2780.8,2749.6,2801.3,2754.8,2707.6,2925.0,2917.3,2947.4,2931.3,2900.4,2856.4,2937.3,2933.8,0.9773,0.8924,0.9204,0.9486,0.9480,0.9807,0.9378,0.9229
2.856,42.3406,40.7726,0.0000,1.6766,0.2322,1.5680,82.0,2843.8,2987.4,2707.9,2875.1,2667.8,3033.0,2667.7,2617.0,2916.7,2938.2,2884.0,2929.3,2946.8,2998.3,2933.6,2929.0,0.9750,1.0167,0.9389,0.9815,0.9053,1.0116,0.9094,0.8935
3.089,37.2246,35.7921,0.0000,1.4270,0.2127,1.4325,84.0,2815.1,2889.6,2671.4,2382.9,2956.3,2758.4,2729.2,2706.5,2912.6,2920.1,2963.7,2881.6,2929.7,2867.4,2936.4,2915.6,0.9665,0.9895,0.9013,0.8269,1.0090,0.9620,0.9294,0.9283
3.321,37.0608,35.8605,0.0000,1.5369,0.2271,1.2003,84.0,2753.7,2876.4,2594.2,2736.4,2817.2,2876.8,2476.1,2704.5,2957.3,2949.9,2846.2,2958.3,2945.8,2939.8,2816.4,2943.3,0.9312,0.9751,0.9115,0.9250,0.9564,0.9786,0.8792,0.9189
3.571,39.9602,38.3947,0.0000,1.5823,0.2155,1.5656,84.0,2879.7,2639.5,2802.4,2587.9,2722.9,2751.4,2938.4,2481.0,2943.3,2890.6,3028.0,2926.5,2927.0,3006.0,3050.6,2917.6,0.9784,0.9131,0.9255,0.8843,0.9303,0.9153,0.9632,0.8504
3.792,35.3029,34.1198,0.0000,1.2320,0.2032,1.1832,85.0,2858.9,2995.4,2674.3,2487.2,2776.6,2778.4,2714.9,2719.9,2927.2,2977.8,2842.3,2914.1,2927.9,2918.0,2927.6,2914.7,0.9767,1.0059,0.9409,0.8535,0.9483,0.9522,0.9274,0.9331
4.013,35.2852,34.7011,0.0000,1.5359,0.2087,0.5841,86.0,2761.6,2791.9,2627.9,2572.5,2913.7,2824.0,2815.5,2609.5,2866.2,2910.9,2893.2,2894.5,2923.2,2935.5,2926.8,2890.9,0.9635,0.9591,0.9083,0.8888,0.9968,0.9620,0.9620,0.9027
4.276,42.0342,39.6843,0.0000,1.7499,0.2435,2.3498,86.0,2915.2,2794.0,2709.1,2750.6,2701.7,2950.3,2639.1,2744.0,2973.5,2895.1,2983.1,2933.3,2903.2,2868.4,2914.9,2947.8,0.9804,0.9651,0.9082,0.9377,0.9306,1.0285,0.9054,0.9309
4.511,37.5609,37.2579,0.0000,1.4493,0.2197,0.3030,86.0,2799.3,2796.1,2524.2,2791.1,2750.9,2855.5,2591.1,2530.1,2922.9,2921.4,2920.8,2917.5,2934.2,2952.5,2918.6,2926.5,0.9577,0.9571,0.8642,0.9567,0.9375,0.9672,0.8878,0.8645
4.739,36.3732,34.4106,0.0000,1.5771,0.2069,1.9626,85.0,2705.8,2839.1,2667.8,2730.7,2642.2,2853.3,2508.4,2607.0,2855.9,2914.3,2901.7,2870.3,2884.7,2900.6,2798.4,2781.7,0.9474,0.9742,0.9194,0.9514,0.9159,0.9837,0.8963,0.9372
5.020,44.7628,41.6405,0.0000,1.8228,0.2515,3.1222,86.0,2945.7,2726.7,2893.5,2796.5,2944.4,2812.0,2662.4,2572.0,2931.6,2880.3,2925.3,2914.3,2876.4,2904.1,2993.2,3021.3,1.0048,0.9467,0.9891,0.9596,1.0236,0.9683,0.8895,0.8513
5.248,36.4016,34.7637,0.0000,1.2903,0.2078,1.6379,88.0,2794.3,2822.2,2644.5,2702.9,2589.1,2865.7,2508.8,2588.3,2884.6,2944.5,2908.7,2924.0,2904.6,2918.7,2894.4,2909.9,0.9687,0.9585,0.9092,0.9244,0.8914,0.9818,0.8668,0.8895
5.468,35.1674,35.1012,0.0000,1.4960,0.2185,0.0662,87.0,2869.1,2747.3,2643.9,2701.2,2802.9,2762.0,2918.2,2622.5,2932.4,2803.2,2812.4,2907.4,2937.9,2808.6,2920.5,2821.6,0.9784,0.9800,0.9401,0.9291,0.9540,0.9834,0.9992,0.9294
5.732,42.1456,39.1277,0.0000,1.7715,0.2353,3.0179,88.0,2689.9,2801.3,2829.2,2717.7,2621.7,2819.5,2760.4,2915.9,2843.0,2945.3,2943.0,2902.5,2901.3,2953.3,2846.6,2995.0,0.9461,0.9511,0.9613,0.9363,0.9036,0.9547,0.9697,0.9736
6.006,43.7825,42.2237,0.0000,1.6000,0.2432,1.5588,88.0,2779.5,2720.1,2600.9,2800.4,2832.2,2903.1,2642.7,2726.0,2983.1,2957.2,2975.5,2923.4,2905.4,2983.3,3003.5,2906.5,0.9317,0.9198,0.8741,0.9579,0.9748,0.9731,0.8799,0.9379
6.215,33.3349,32.5304,0.0000,1.3745,0.1923,0.8044,88.0,2854.2,2746.4,2622.5,2546.0,2680.2,2823.0,2618.2,2446.3,2915.3,2916.6,2847.8,2903.1,2828.2,2891.2,2849.3,2920.3,0.9790,0.9416,0.9209,0.8770,0.9477,0.9764,0.9189,0.8377
6.452,37.8869,36.8572,0.0000,1.6382,0.2209,1.0297,88.0,2857.2,2691.4,2684.4,2805.5,2842.3,2905.5,2931.4,2531.3,2905.1,2859.3,2953.4,2910.5,2945.8,2925.0,2922.2,2897.2,0.9835,0.9413,0.9089,0.9639,0.9649,0.9933,1.0032,0.8737
6.679,36.2661,34.0182,0.0000,1.3596,0.2023,2.2479,89.0,2879.6,2802.4,2603.3,2603.7,2861.3,2829.2,2836.7,2516.0,2912.2,2958.9,2923.2,2909.8,2962.3,2911.9,2963.2,2916.9,0.9888,0.9471,0.8906,0.8948,0.9659,0.9716,0.9573,0.8626
6.886,32.9616,31.6970,0.0000,1.3641,0.1999,1.2646,88.0,2760.1,2875.2,2565.4,2549.1,2648.7,2752.1,2754.6,2468.4,2912.5,2907.0,2903.3,2911.3,2901.6,2884.1,2908.8,2879.9,0.9477,0.9891,0.8836,0.8756,0.9128,0.9542,0.9470,0.8571
7.138,40.1482,38.5903,0.0000,1.6971,0.2216,1.5579,89.0,2820.0,2694.2,2810.5,2734.5,2791.9,2849.5,2751.4,2673.3,2908.0,2929.1,2909.5,2906.9,2915.4,2936.5,2911.7,2935.9,0.9698,0.9198,0.9660,0.9407,0.9576,0.9704,0.9450,0.9106
