t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.201,1.7688,1.0855,0.0000,0.2823,0.2029,0.6833,51.0,6.4,2.2,1395.1,0.6,0.8,5.0,2.1,8.1,1113.7,1122.5,1406.4,1157.4,923.4,2170.0,997.4,880.3,0.0057,0.0019,0.9920,0.0005,0.0008,0.0023,0.0021,0.0092
0.402,2.9758,2.2668,0.0000,0.2878,0.2017,0.7089,52.0,48.7,16.6,2200.1,2.1,4.2,12.5,2.9,31.4,2164.1,2170.3,2196.7,2141.0,2179.7,2160.8,2164.9,2162.7,0.0225,0.0076,1.0015,0.0010,0.0019,0.0058,0.0014,0.0145
0.602,2.8689,2.1908,0.0000,0.2795,0.1987,0.6781,52.0,7.9,4.3,2228.0,5.3,3.0,7.7,0.1,3.3,2192.7,2179.5,2228.6,2255.6,2205.6,2206.7,2246.3,2166.2,0.0036,0.0020,0.9997,0.0024,0.0014,0.0035,0.0000,0.0015
0.803,2.8998,2.1936,0.0000,0.2808,0.2011,0.7062,52.0,13.7,2.8,2252.9,3.0,0.2,7.1,0.1,1.1,2252.9,2231.0,2249.2,2265.7,2225.2,2243.3,2197.3,2264.4,0.0061,0.0013,1.0016,0.0013,0.0001,0.0031,0.0000,0.0005
1.004,2.8638,2.1670,0.0000,0.2811,0.2020,0.6967,53.0,8.9,2.2,2235.7,1.1,33.9,6.8,0.1,1.5,2236.3,2252.0,2235.1,2190.9,2219.8,2241.3,2311.3,2223.3,0.0040,0.0010,1.0002,0.0005,0.0152,0.0030,0.0000,0.0007
1.205,3.2077,2.5198,0.0000,0.2798,0.2014,0.6879,53.0,4.0,1.6,2374.4,0.4,0.1,5.3,0.5,1.3,2365.9,2462.7,2370.9,2333.5,2389.7,2474.0,2288.2,2284.4,0.0017,0.0006,1.0015,0.0002,0.0000,0.0021,0.0002,0.0006
1.406,3.7027,3.0057,0.0000,0.2884,0.2005,0.6970,53.0,35.3,1.1,2479.1,2.0,3.0,25.4,3.7,46.3,2374.8,2466.5,2475.9,2275.6,2256.2,2206.7,2329.4,2253.6,0.0148,0.0004,1.0013,0.0009,0.0013,0.0115,0.0016,0.0206
1.607,2.8778,2.1799,0.0000,0.2805,0.2005,0.6979,53.0,7.4,1.7,2250.1,0.9,1.1,6.7,1.1,2.4,2240.9,2258.0,2246.8,2253.1,2235.8,2238.2,2244.9,2222.5,0.0033,0.0008,1.0015,0.0004,0.0005,0.0030,0.0005,0.0011
1.808,2.8372,2.1646,0.0000,0.2805,0.2020,0.6726,53.0,5.2,2.6,2253.8,0.1,0.6,5.5,0.1,1.3,2252.4,2249.2,2250.0,2242.2,2253.3,2250.0,2337.5,2210.5,0.0023,0.0012,1.0017,0.0001,0.0003,0.0024,0.0000,0.0006
2.009,2.8488,2.1616,0.0000,0.2802,0.2017,0.6873,53.0,4.0,1.3,2253.8,0.4,0.3,7.0,0.2,1.5,2238.5,2252.3,2250.0,2147.3,2228.4,2250.3,2229.1,2227.3,0.0018,0.0006,1.0017,0.0002,0.0001,0.0031,0.0001,0.0007
