t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.200,7.3062,6.7203,0.0000,0.2805,0.2045,0.5859,57.0,9.2,6.6,3387.7,0.8,1.4,0.1,0.1,4.0,2411.6,1405.6,3405.2,3266.5,943.1,1955.2,1733.3,1449.9,0.0038,0.0047,0.9949,0.0002,0.0015,0.0001,0.0001,0.0028
0.401,8.1506,7.5308,0.0000,0.2798,0.2036,0.6198,58.0,7.3,5.2,3595.6,0.6,0.3,0.1,0.1,1.9,3566.2,3473.9,3597.3,3543.3,3532.5,3297.3,4291.3,3368.4,0.0020,0.0015,0.9995,0.0002,0.0001,0.0000,0.0000,0.0006
0.602,8.4918,7.8656,0.0000,0.2884,0.1996,0.6262,59.0,55.0,9.0,3565.6,36.2,4.3,17.4,10.7,3.6,3529.0,3402.9,3595.0,3483.0,3380.6,3422.3,3462.2,3342.4,0.0156,0.0027,0.9918,0.0104,0.0013,0.0051,0.0031,0.0011
0.803,8.1619,7.5400,0.0000,0.2802,0.2005,0.6219,59.0,4.5,6.3,3594.2,1.2,0.1,0.4,0.1,0.6,3535.9,3496.2,3596.0,3567.5,3321.9,3332.1,3480.5,3226.7,0.0013,0.0018,0.9995,0.0003,0.0000,0.0001,0.0000,0.0002
1.004,8.1512,7.5335,0.0000,0.2798,0.2042,0.6177,59.0,3.2,4.5,3599.1,0.7,0.3,0.4,0.1,0.4,3587.0,3468.0,3597.4,3535.0,3536.8,3328.8,3439.6,3495.0,0.0009,0.0013,1.0005,0.0002,0.0001,0.0001,0.0000,0.0001
1.205,8.1796,7.5308,0.0000,0.2795,0.2023,0.6488,59.0,4.9,4.3,3600.0,0.8,0.9,0.4,0.1,0.6,3507.2,3453.7,3598.4,3607.4,3415.7,3511.3,3319.6,3331.9,0.0014,0.0012,1.0005,0.0002,0.0003,0.0001,0.0000,0.0002
1.406,8.2593,7.5635,0.0000,0.2805,0.2045,0.6958,59.0,7.2,7.9,3590.4,0.7,1.2,1.7,0.6,1.4,3524.7,3424.4,3598.6,3485.8,3537.3,3412.9,3512.1,3287.9,0.0021,0.0023,0.9977,0.0002,0.0003,0.0005,0.0002,0.0004
1.607,8.6957,8.0063,0.0000,0.3003,0.2011,0.6894,59.0,56.6,22.5,3566.4,38.3,7.4,3.7,134.8,2.0,3521.9,3423.1,3594.9,3504.2,3447.2,3427.6,3548.3,3385.8,0.0161,0.0066,0.9920,0.0109,0.0021,0.0011,0.0380,0.0006
1.808,8.7280,7.5656,0.0000,0.2808,0.2014,1.1624,59.0,6.7,5.5,3594.2,4.0,0.3,0.3,0.2,1.5,3569.6,3490.3,3596.7,3457.1,3340.6,3335.4,3535.9,3422.1,0.0019,0.0016,0.9993,0.0011,0.0001,0.0001,0.0001,0.0004
2.009,8.3938,7.6422,0.0000,0.2844,0.2017,0.7516,59.0,5.0,11.0,3592.0,23.8,1.3,0.7,0.1,26.0,3497.2,3522.6,3596.5,3566.8,3482.9,3334.0,3116.3,3554.9,0.0014,0.0031,0.9987,0.0067,0.0004,0.0002,0.0000,0.0073
