t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.200,1.8478,0.6512,0.0000,0.2826,0.2039,1.1966,49.0,11.1,6.1,1057.3,9.4,0.9,3.4,0.1,1.1,936.4,1050.6,1066.6,838.3,860.6,970.7,1022.7,1078.0,0.0118,0.0058,0.9913,0.0112,0.0010,0.0035,0.0001,0.0010
0.402,1.3525,0.6747,0.0000,0.2814,0.2048,0.6778,48.0,6.4,6.4,1160.2,2.0,0.3,0.1,0.1,0.6,1140.0,1095.9,1158.6,1152.9,1081.6,1089.7,1224.1,1140.7,0.0056,0.0058,1.0014,0.0017,0.0003,0.0001,0.0001,0.0005
0.603,1.3827,0.6961,0.0000,0.2896,0.2002,0.6866,48.0,7.3,10.8,1124.0,3.3,42.3,15.5,2.4,27.5,1089.9,1056.6,1122.5,1065.8,1062.7,1006.4,1054.6,1055.7,0.0067,0.0103,1.0014,0.0031,0.0398,0.0154,0.0023,0.0261
0.804,1.3565,0.6732,0.0000,0.2805,0.2029,0.6833,48.0,5.2,4.9,1171.3,0.7,0.7,1.0,0.1,0.8,1166.2,1144.8,1169.5,1150.2,1154.6,1245.4,1138.9,1165.6,0.0045,0.0043,1.0015,0.0006,0.0006,0.0008,0.0001,0.0007
1.006,1.7471,0.6714,0.0000,0.2817,0.2039,1.0757,48.0,4.5,4.5,1171.1,0.7,0.6,0.1,0.1,1.9,1173.6,1144.7,1169.2,1140.9,1164.5,1185.4,1065.3,1162.6,0.0038,0.0039,1.0016,0.0006,0.0005,0.0001,0.0001,0.0016
1.207,1.5079,0.6992,0.0000,0.2805,0.2026,0.8087,48.0,7.8,5.1,1252.4,1.8,0.1,2.7,1.7,6.6,1201.6,1217.3,1250.5,1243.6,1102.7,1216.2,1211.2,1185.3,0.0065,0.0042,1.0015,0.0015,0.0001,0.0022,0.0014,0.0056
1.408,1.3831,0.6934,0.0000,0.2798,0.2014,0.6897,48.0,5.5,5.6,1253.0,2.1,0.1,1.4,0.9,1.2,1224.2,1181.6,1251.3,1246.8,1155.6,1193.7,1215.5,1227.2,0.0045,0.0047,1.0014,0.0017,0.0001,0.0012,0.0008,0.0010
1.609,1.4172,0.7303,0.0000,0.2896,0.1990,0.6869,48.0,7.1,52.0,1181.4,11.4,7.9,4.0,3.2,27.5,1113.5,1067.8,1179.9,1047.8,1086.2,1069.4,1113.6,1104.3,0.0063,0.0487,1.0013,0.0109,0.0073,0.0037,0.0029,0.0249
1.810,1.3519,0.6732,0.0000,0.2808,0.2023,0.6787,48.0,5.5,1.8,1171.0,2.3,4.5,0.5,1.2,1.4,1167.6,1067.8,1169.1,1160.7,1199.3,1169.1,1156.0,1184.8,0.0047,0.0017,1.0016,0.0019,0.0037,0.0005,0.0010,0.0012
2.011,1.3483,0.6668,0.0000,0.2798,0.2026,0.6815,49.0,3.9,0.9,1179.1,0.7,3.4,0.1,0.3,0.2,1170.7,1201.3,1177.6,1167.4,1170.0,1181.5,1205.3,1340.0,0.0033,0.0008,1.0012,0.0006,0.0029,0.0001,0.0002,0.0001
2.212,1.3510,0.6696,0.0000,0.2798,0.2036,0.6815,48.0,3.8,1.2,1172.0,0.7,3.9,1.3,1.5,0.1,1168.9,1169.9,1170.0,1184.8,1170.1,1166.1,1166.8,1167.6,0.0033,0.0011,1.0017,0.0006,0.0034,0.0011,0.0013,0.0001
2.413,1.3391,0.6668,0.0000,0.2783,0.2042,0.6723,48.0,4.2,1.3,1172.0,1.5,3.5,0.1,0.6,0.4,1170.7,1162.5,1170.0,1163.7,1170.0,1186.5,1169.5,1118.0,0.0036,0.0011,1.0017,0.0013,0.0030,0.0001,0.0005,0.0004
2.614,1.4337,0.7400,0.0000,0.2911,0.2005,0.6937,48.0,64.5,11.0,1135.5,13.2,15.4,9.1,41.7,27.6,1064.4,1045.8,1134.1,1064.4,1051.5,1064.7,1008.9,1119.1,0.0606,0.0106,1.0012,0.0124,0.0146,0.0085,0.0413,0.0246
2.814,1.3458,0.6674,0.0000,0.2805,0.2032,0.6784,48.0,4.5,0.4,1170.9,0.9,3.5,0.1,0.9,1.9,1164.1,1167.9,1169.1,1160.2,1142.2,1096.0,1075.0,1142.1,0.0039,0.0004,1.0015,0.0008,0.0030,0.0001,0.0008,0.0016
