t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.200,1.7767,1.0965,0.0000,0.2805,0.2008,0.6802,51.0,6.3,0.2,1395.9,0.7,0.9,2.5,8.5,9.9,1134.8,1445.9,1408.5,1179.2,903.8,1034.8,1187.2,879.4,0.0056,0.0001,0.9910,0.0006,0.0010,0.0024,0.0071,0.0113
0.401,2.8311,2.1454,0.0000,0.2786,0.2032,0.6857,52.0,4.5,0.1,2233.5,0.6,0.5,1.3,4.9,1.1,2247.0,2189.0,2234.9,2193.4,2230.3,2217.9,2226.3,2168.2,0.0020,0.0001,0.9994,0.0003,0.0002,0.0006,0.0022,0.0005
0.601,3.0292,2.2812,0.0000,0.2884,0.1962,0.7480,52.0,22.9,35.4,2166.5,3.5,5.4,5.3,11.0,49.7,2162.8,2187.0,2163.1,2176.8,2161.0,2167.9,2171.5,2162.1,0.0106,0.0162,1.0015,0.0016,0.0025,0.0024,0.0051,0.0230
0.802,3.2889,2.1191,0.0000,0.2829,0.1993,1.1697,52.0,8.5,13.0,2172.1,5.7,1.1,0.8,4.2,2.9,2159.2,2160.0,2172.9,2160.2,2157.4,2086.3,2161.1,2157.1,0.0039,0.0060,0.9996,0.0027,0.0005,0.0004,0.0019,0.0014
1.003,2.8308,2.1359,0.0000,0.2795,0.2026,0.6949,53.0,3.9,0.4,2250.9,0.8,0.1,0.2,3.4,1.0,2242.0,2200.0,2247.6,2246.8,2240.0,2461.9,2237.2,2250.0,0.0017,0.0002,1.0015,0.0004,0.0000,0.0001,0.0015,0.0005
1.204,2.8241,2.1478,0.0000,0.2786,0.2017,0.6763,53.0,4.3,0.4,2251.0,0.7,0.1,0.9,4.2,1.6,2246.5,2247.2,2248.2,2250.8,2254.0,2238.1,2244.9,2243.2,0.0019,0.0002,1.0013,0.0003,0.0000,0.0004,0.0019,0.0007
1.404,2.8375,2.1439,0.0000,0.2802,0.2020,0.6937,53.0,3.9,0.4,2242.3,0.7,1.5,1.2,4.9,2.1,2247.8,2298.5,2241.0,2283.1,2240.7,2171.5,2225.2,2236.8,0.0017,0.0002,1.0006,0.0003,0.0007,0.0005,0.0022,0.0009
1.605,2.9898,2.2842,0.0000,0.2893,0.1981,0.7056,53.0,24.0,34.2,2171.4,51.1,6.7,4.9,8.8,5.3,2172.7,2327.1,2170.3,2198.9,2166.9,2217.7,2214.1,2209.2,0.0110,0.0147,1.0005,0.0232,0.0031,0.0022,0.0040,0.0024
1.806,3.7070,2.1027,0.0000,0.2789,0.2008,1.6043,52.0,4.9,1.8,2184.5,3.6,0.5,0.6,3.5,3.0,2202.7,2209.8,2186.7,2206.4,2231.1,2257.0,2222.1,2186.5,0.0022,0.0008,0.9990,0.0016,0.0002,0.0003,0.0016,0.0014
2.006,3.8421,2.1545,0.0000,0.2805,0.2023,1.6876,53.0,4.0,5.4,2252.7,1.1,1.1,0.3,3.8,1.4,2246.0,2250.0,2249.2,2247.8,2236.1,2179.5,2236.6,2247.6,0.0018,0.0024,1.0015,0.0005,0.0005,0.0001,0.0017,0.0006
2.207,3.8394,2.1551,0.0000,0.2798,0.2029,1.6843,53.0,3.2,1.1,2253.1,1.3,0.6,1.2,3.5,2.4,2250.9,2253.2,2249.6,2250.0,2250.6,2262.2,2247.5,2250.3,0.0014,0.0005,1.0015,0.0006,0.0003,0.0005,0.0016,0.0011
2.408,3.8318,2.1591,0.0000,0.2786,0.2011,1.6727,53.0,5.2,1.1,2253.8,0.8,1.9,0.9,3.4,1.4,2249.3,2250.5,2250.0,2304.0,2262.4,2313.1,2250.0,2250.2,0.0023,0.0005,1.0017,0.0003,0.0009,0.0004,0.0015,0.0006
2.608,3.7427,2.2650,0.0000,0.2884,0.1993,1.4777,53.0,13.8,33.8,2169.4,49.3,20.1,4.1,8.8,3.5,2165.7,2193.0,2166.9,2177.5,2166.9,2183.8,2209.7,2175.8,0.0064,0.0154,1.0011,0.0226,0.0093,0.0019,0.0040,0.0016
2.809,2.8589,2.1658,0.0000,0.2814,0.2008,0.6931,53.0,4.8,2.8,2244.2,1.0,3.1,2.8,4.0,5.2,2248.5,2222.1,2241.0,2283.6,2227.6,2258.5,2248.5,2243.9,0.0021,0.0013,1.0014,0.0004,0.0014,0.0012,0.0018,0.0023
3.010,2.8168,2.1429,0.0000,0.2783,0.2017,0.6738,53.0,3.9,0.9,2253.0,0.3,0.1,0.1,3.5,1.0,2251.8,2249.9,2249.6,2178.4,2278.5,2250.6,2249.9,2250.9,0.0018,0.0004,1.0015,0.0001,0.0001,0.0001,0.0016,0.0004
3.210,2.8375,2.1481,0.0000,0.2798,0.2032,0.6894,53.0,3.6,1.0,2253.7,0.1,0.1,1.4,3.5,1.5,2250.2,2251.0,2250.0,2269.9,2172.8,2239.8,2249.9,2251.1,0.0016,0.0004,1.0017,0.0001,0.0001,0.0006,0.0015,0.0007
3.411,2.8336,2.1393,0.0000,0.2802,0.2026,0.6943,53.0,4.7,5.5,2253.9,0.7,0.4,0.9,4.8,1.5,2245.9,2258.6,2250.0,2285.2,2372.7,2305.3,2249.9,2251.3,0.0021,0.0024,1.0017,0.0003,0.0002,0.0004,0.0021,0.0007
3.612,2.9675,2.2848,0.0000,0.2866,0.1984,0.6827,53.0,21.9,28.4,2210.6,2.7,6.0,3.3,8.9,48.2,2174.0,2183.9,2207.8,2179.6,2183.7,2190.9,2194.3,2203.0,0.0101,0.0130,1.0013,0.0012,0.0028,0.0015,0.0041,0.0219
3.812,2.8830,2.1600,0.0000,0.2808,0.2014,0.7230,53.0,6.8,1.8,2253.0,0.9,1.0,0.9,3.8,2.2,2245.3,2224.4,2249.6,2251.8,2258.4,2217.7,2234.2,2215.4,0.0030,0.0008,1.0015,0.0004,0.0004,0.0004,0.0017,0.0010
4.013,2.8299,2.1411,0.0000,0.2798,0.2039,0.6888,53.0,3.4,0.6,2253.0,0.3,0.1,0.4,3.7,1.0,2249.3,2250.9,2249.6,2244.8,2291.6,2285.1,2247.4,2267.2,0.0015,0.0003,1.0015,0.0001,0.0000,0.0002,0.0017,0.0004
4.214,2.8873,2.2134,0.0000,0.2783,0.2017,0.6738,53.0,4.6,0.7,2272.3,0.2,0.4,1.5,4.0,1.0,2269.4,2321.6,2272.8,2297.1,2218.0,2276.5,2250.1,2328.1,0.0020,0.0003,0.9998,0.0001,0.0002,0.0006,0.0018,0.0004
4.414,2.9016,2.2134,0.0000,0.2847,0.2023,0.6882,53.0,4.0,23.3,2252.4,2.5,4.8,3.5,6.8,18.8,2229.6,2184.6,2248.8,2241.3,2242.0,2215.4,2208.8,2180.6,0.0018,0.0107,1.0016,0.0011,0.0022,0.0016,0.0031,0.0086
4.615,2.9489,2.2537,0.0000,0.2856,0.1987,0.6952,53.0,19.6,12.8,2215.3,3.2,6.1,3.8,8.8,35.9,2170.2,2176.5,2211.8,2172.0,2180.7,2203.7,2189.3,2165.9,0.0090,0.0059,1.0016,0.0015,0.0028,0.0017,0.0040,0.0166
