t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.200,8.8498,7.5943,0.0000,0.2832,0.2026,1.2555,60.0,9.7,8.1,3575.6,1.6,3.7,0.8,9.7,2.2,3547.3,3467.4,3598.5,3519.2,3481.4,3316.3,3416.2,3329.0,0.0027,0.0023,0.9936,0.0005,0.0011,0.0002,0.0028,0.0007
0.401,8.2770,7.5595,0.0000,0.2798,0.2029,0.7175,61.0,7.7,4.7,3596.4,3.2,0.7,0.1,2.6,0.1,3546.0,3456.6,3597.6,3429.6,3537.9,3318.3,3594.2,2926.9,0.0022,0.0014,0.9997,0.0009,0.0002,0.0000,0.0007,0.0000
0.602,8.5934,7.8741,0.0000,0.2881,0.2017,0.7193,61.0,40.6,19.3,3567.9,45.7,4.6,9.0,3.0,2.8,3503.3,3459.8,3594.2,3503.9,3358.7,3492.0,3491.5,3356.2,0.0116,0.0056,0.9927,0.0130,0.0014,0.0026,0.0009,0.0008
0.803,8.2611,7.5561,0.0000,0.2805,0.2051,0.7050,62.0,5.3,6.1,3598.9,1.1,0.1,0.7,2.6,0.2,3568.0,3499.2,3597.8,3547.3,3301.8,3334.2,3567.2,3070.5,0.0015,0.0017,1.0003,0.0003,0.0000,0.0002,0.0007,0.0001
1.004,8.2965,7.5860,0.0000,0.2805,0.2048,0.7104,62.0,8.4,6.1,3592.0,5.1,1.7,0.2,3.4,0.9,3560.8,3450.8,3596.0,3545.1,3560.4,3400.2,3578.0,3365.2,0.0024,0.0018,0.9989,0.0014,0.0005,0.0001,0.0009,0.0003
1.205,8.2422,7.5342,0.0000,0.2802,0.2063,0.7080,62.0,5.7,5.3,3596.6,0.1,0.4,0.1,1.7,0.9,3572.9,3500.4,3595.1,3356.4,3345.0,3300.7,3581.7,3513.1,0.0016,0.0015,1.0004,0.0000,0.0001,0.0000,0.0005,0.0003
1.406,8.2556,7.5381,0.0000,0.2795,0.2057,0.7175,62.0,5.8,5.5,3595.1,0.5,0.6,0.2,1.8,0.1,3562.7,3448.8,3594.7,3324.1,3548.0,3394.7,3563.7,3339.2,0.0016,0.0016,1.0001,0.0002,0.0002,0.0000,0.0005,0.0000
1.607,8.6255,7.9095,0.0000,0.2890,0.2002,0.7159,62.0,40.9,6.4,3563.4,2.5,6.4,56.1,2.7,18.2,3510.4,3481.4,3591.2,3455.4,3393.3,3516.6,3452.0,3425.8,0.0117,0.0018,0.9923,0.0007,0.0019,0.0159,0.0008,0.0053
1.808,8.2272,7.5540,0.0000,0.2808,0.2036,0.6732,62.0,6.9,5.4,3597.5,0.1,1.9,0.6,1.5,1.0,3570.1,3480.6,3595.9,3349.8,3488.0,3364.3,3516.5,3496.7,0.0019,0.0015,1.0005,0.0000,0.0005,0.0002,0.0004,0.0003
2.008,8.2733,7.5500,0.0000,0.2780,0.2029,0.7233,62.0,7.1,5.3,3598.3,0.1,1.2,0.2,2.1,0.1,3582.2,3498.3,3597.2,3329.3,3497.8,3373.8,3583.8,3313.5,0.0020,0.0015,1.0003,0.0000,0.0003,0.0000,0.0006,0.0000
