t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.200,8.5913,7.8726,0.0000,0.2878,0.2020,0.7187,59.0,3558.2,9.6,1.6,53.2,2.3,20.7,42.0,1.9,3596.9,3387.2,3333.2,3518.5,3452.2,3487.9,3505.7,3372.2,0.9893,0.0028,0.0005,0.0151,0.0007,0.0059,0.0120,0.0006
0.401,8.2483,7.5320,0.0000,0.2802,0.2032,0.7162,61.0,3601.2,2.9,0.7,0.2,0.9,5.2,0.1,0.1,3599.7,3591.7,3329.4,3334.5,3490.1,3564.6,3342.8,3323.0,1.0004,0.0008,0.0002,0.0001,0.0003,0.0014,0.0000,0.0000
0.601,8.2318,7.5583,0.0000,0.2792,0.2029,0.6735,61.0,3603.0,2.5,0.2,5.3,0.6,6.8,0.4,0.4,3599.8,3601.7,3218.0,3632.8,3580.1,3559.5,3400.9,3879.5,1.0009,0.0007,0.0001,0.0014,0.0002,0.0019,0.0001,0.0001
0.802,8.2733,7.5613,0.0000,0.2805,0.2039,0.7120,61.0,3601.1,4.2,2.4,1.2,3.2,6.1,1.8,0.8,3599.5,3594.2,3409.7,3399.7,3586.7,3517.6,3390.8,3272.1,1.0005,0.0012,0.0007,0.0003,0.0009,0.0017,0.0005,0.0003
1.003,8.2016,7.5226,0.0000,0.2802,0.2039,0.6790,61.0,3601.2,1.9,0.2,1.4,0.1,5.3,0.9,0.1,3599.7,3511.8,3323.6,3543.1,3379.2,3562.9,3328.2,3336.2,1.0004,0.0005,0.0001,0.0004,0.0000,0.0015,0.0003,0.0000
1.203,8.6270,7.9080,0.0000,0.2863,0.1984,0.7190,61.0,3564.6,20.5,3.5,54.8,1.8,5.1,35.1,2.5,3596.2,3426.7,3339.1,3515.2,3428.7,3485.4,3532.5,3349.2,0.9912,0.0060,0.0010,0.0156,0.0005,0.0015,0.0099,0.0007
1.404,8.2406,7.5238,0.0000,0.2802,0.2039,0.7169,61.0,3600.6,2.2,1.0,0.4,2.2,3.9,0.4,0.4,3599.6,3632.3,3532.1,3307.4,3597.7,3534.0,3601.1,3403.2,1.0003,0.0006,0.0003,0.0001,0.0006,0.0011,0.0001,0.0001
1.605,8.2171,7.5332,0.0000,0.2783,0.2005,0.6839,61.0,3601.9,3.7,0.4,0.2,1.5,3.5,0.8,0.1,3599.7,3597.2,3349.0,3769.7,3604.1,3563.9,3541.8,3347.9,1.0006,0.0010,0.0001,0.0001,0.0004,0.0010,0.0002,0.0000
1.805,8.2901,7.5805,0.0000,0.2805,0.2014,0.7095,61.0,3599.3,4.0,2.7,1.2,2.9,4.1,1.7,0.1,3599.4,3543.1,3496.6,3247.9,3575.9,3534.1,3398.8,3320.6,1.0000,0.0011,0.0008,0.0004,0.0008,0.0012,0.0005,0.0000
2.006,8.2901,7.5689,0.0000,0.2802,0.2023,0.7211,61.0,3597.4,9.2,0.4,0.5,1.2,3.8,0.3,0.9,3599.5,3575.9,3370.3,3547.1,3527.6,3522.2,3562.4,3357.9,0.9994,0.0026,0.0001,0.0001,0.0003,0.0011,0.0001,0.0003
