t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.201,0.8133,0.2313,0.0000,0.2817,0.0262,0.5820,50.0,4.8,8.2,0.2,0.2,3.3,1.2,3.9,8.5,3545.3,3553.5,3568.0,2873.6,3481.1,3521.1,3465.4,3537.0,0.0013,0.0023,0.0000,0.0001,0.0010,0.0003,0.0011,0.0024
0.402,0.8197,0.2475,0.0000,0.2823,0.0470,0.5722,50.0,6.3,4.8,0.2,0.2,2.1,3.0,4.5,7.3,3219.9,3520.4,3248.1,3340.7,3528.3,3516.6,3508.3,3502.5,0.0020,0.0014,0.0000,0.0000,0.0006,0.0008,0.0013,0.0021
0.604,0.8453,0.2664,0.0000,0.2826,0.0546,0.5789,50.0,6.7,4.2,0.4,0.4,3.2,3.7,4.6,7.6,3307.2,3541.3,3401.5,3503.0,3504.7,3595.7,3527.7,3141.4,0.0020,0.0012,0.0001,0.0001,0.0009,0.0010,0.0013,0.0024
0.806,1.5356,0.8405,0.0409,0.3281,0.1147,0.6543,50.0,9.9,45.3,7.1,30.3,31.6,8.5,7.2,9.6,3486.2,3498.5,3395.6,3505.9,3543.6,3463.7,3439.0,3522.6,0.0028,0.0130,0.0021,0.0087,0.0089,0.0025,0.0021,0.0027
1.007,0.8539,0.2023,0.0000,0.3171,0.1376,0.6515,50.0,5.5,1.3,3.5,0.2,0.1,1.4,0.3,7.4,3388.5,3498.0,3583.6,3348.4,3301.0,3557.8,3500.1,3204.2,0.0016,0.0004,0.0010,0.0001,0.0000,0.0004,0.0001,0.0023
1.209,0.7800,0.1770,0.0000,0.2997,0.0867,0.6030,50.0,5.2,3.3,2.2,0.2,1.5,1.1,1.3,9.8,3047.6,3556.7,3572.5,3274.7,3520.9,3519.0,3448.0,3221.6,0.0017,0.0009,0.0006,0.0001,0.0004,0.0003,0.0004,0.0030
1.411,0.7953,0.2249,0.0000,0.2823,0.0430,0.5704,50.0,7.5,4.0,1.7,0.2,0.1,2.8,4.2,7.7,3290.7,3530.2,3477.8,3324.0,3316.5,3492.6,3538.8,3133.7,0.0023,0.0011,0.0005,0.0001,0.0000,0.0008,0.0012,0.0024
1.613,0.8401,0.2423,0.0000,0.2832,0.0500,0.5978,50.0,6.6,5.3,2.1,0.2,1.5,1.4,2.3,9.6,3253.7,3556.8,3534.2,3306.9,3445.6,3504.0,3546.1,3549.4,0.0020,0.0015,0.0006,0.0001,0.0004,0.0004,0.0006,0.0027
1.815,1.7914,0.7883,0.0363,0.3253,0.1425,0.9668,50.0,10.1,45.1,9.6,12.8,39.9,8.5,9.7,21.1,3355.9,3528.1,3449.9,3370.0,3479.3,3539.6,3384.7,3487.8,0.0030,0.0128,0.0028,0.0038,0.0115,0.0024,0.0029,0.0061
2.017,0.9299,0.1285,0.0000,0.2792,0.0778,0.8014,50.0,7.5,2.2,2.5,0.2,0.3,0.9,0.2,4.9,3279.2,3480.1,3530.5,3368.8,3334.9,3551.5,4448.9,3586.9,0.0023,0.0006,0.0007,0.0001,0.0001,0.0002,0.0001,0.0014
2.218,0.7855,0.2270,0.0000,0.2795,0.0406,0.5585,50.0,3.9,5.0,2.8,0.2,3.4,2.9,4.2,9.9,3616.5,3515.2,3498.1,3540.1,3498.8,3488.9,3526.1,3522.3,0.0011,0.0014,0.0008,0.0001,0.0010,0.0008,0.0012,0.0028
2.420,0.7883,0.2124,0.0000,0.2826,0.0665,0.5759,50.0,5.8,4.2,1.8,0.2,2.3,3.6,6.0,7.5,3529.6,3522.0,3520.4,3245.2,3384.2,3461.5,3522.5,3497.4,0.0016,0.0012,0.0005,0.0001,0.0007,0.0010,0.0017,0.0021
2.622,0.8734,0.3018,0.0000,0.2847,0.0354,0.5716,50.0,9.4,3.3,2.7,0.2,5.9,2.1,3.7,10.8,3358.4,3513.7,3491.6,4354.2,3586.5,3544.0,3534.5,3287.6,0.0028,0.0009,0.0008,0.0000,0.0016,0.0006,0.0011,0.0033
2.824,1.4349,0.7300,0.0354,0.3442,0.1169,0.6696,50.0,12.1,41.5,20.0,12.8,33.7,7.7,3.9,6.9,3399.0,3442.0,3375.7,3254.6,3500.7,3525.7,3513.7,3520.3,0.0036,0.0121,0.0059,0.0039,0.0096,0.0022,0.0011,0.0020
