t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.200,8.0881,7.5030,0.0000,0.2811,0.2029,0.5850,56.0,5.8,1.0,3578.6,1.8,1.8,9.4,10.1,0.3,3509.4,3325.9,3599.2,3501.0,3368.8,3437.9,3415.0,3543.4,0.0017,0.0003,0.9943,0.0005,0.0005,0.0027,0.0030,0.0001
0.401,8.6877,7.5561,0.0000,0.2802,0.2051,1.1316,57.0,3.7,0.1,3596.3,1.5,0.5,6.1,2.2,2.1,3528.7,3482.3,3596.4,3477.6,3542.5,3487.4,3592.5,3526.1,0.0010,0.0000,1.0000,0.0004,0.0002,0.0018,0.0006,0.0006
0.602,8.4753,7.8454,0.0000,0.2881,0.2005,0.6299,58.0,41.9,3.0,3570.9,0.7,3.7,54.5,3.7,19.8,3525.9,3364.8,3593.6,3552.0,3368.7,3522.5,3502.6,3462.9,0.0119,0.0009,0.9937,0.0002,0.0011,0.0155,0.0011,0.0057
0.803,8.1424,7.5192,0.0000,0.2789,0.2032,0.6232,58.0,5.3,0.1,3595.7,0.6,1.8,4.9,0.8,1.7,3575.1,3369.3,3595.9,3494.9,3570.7,3461.4,3586.1,3287.8,0.0015,0.0000,0.9999,0.0002,0.0005,0.0014,0.0002,0.0005
1.004,8.1454,7.5204,0.0000,0.2798,0.2023,0.6250,58.0,3.1,0.9,3597.4,0.7,0.8,4.9,1.4,0.6,3537.6,3540.6,3597.4,3551.9,3450.7,3486.7,3551.3,3339.7,0.0009,0.0002,1.0000,0.0002,0.0002,0.0014,0.0004,0.0002
1.205,8.1552,7.5348,0.0000,0.2798,0.2029,0.6204,58.0,3.9,0.6,3596.3,1.3,0.4,5.4,2.3,0.6,3534.2,3496.5,3598.6,3566.1,3334.1,3481.0,3570.3,3333.8,0.0011,0.0002,0.9994,0.0004,0.0001,0.0016,0.0006,0.0002
1.406,8.1521,7.5290,0.0000,0.2798,0.2048,0.6232,59.0,2.3,0.1,3596.9,1.4,0.4,4.0,2.4,1.2,3593.5,3070.5,3596.1,3639.1,3396.0,3452.1,3591.1,3449.8,0.0006,0.0000,1.0002,0.0004,0.0001,0.0012,0.0007,0.0003
1.607,8.4576,7.8348,0.0000,0.2875,0.2042,0.6229,59.0,40.9,4.4,3576.2,0.6,1.7,49.0,3.2,20.0,3428.8,3376.2,3595.6,3421.3,3360.9,3535.7,3479.0,3445.8,0.0119,0.0013,0.9946,0.0002,0.0005,0.0139,0.0009,0.0058
1.807,8.1756,7.5500,0.0000,0.2814,0.2039,0.6256,59.0,26.6,0.8,3598.8,1.2,0.1,0.8,2.5,0.4,3576.6,3328.7,3599.3,3377.9,3535.8,3311.7,3594.5,3396.8,0.0074,0.0002,0.9998,0.0004,0.0000,0.0002,0.0007,0.0001
2.008,8.2239,7.5329,0.0000,0.2798,0.2036,0.6909,59.0,6.6,1.0,3598.4,0.8,0.8,0.6,2.3,0.4,3556.6,3539.7,3599.7,3527.8,3518.3,3333.5,3584.5,3506.4,0.0018,0.0003,0.9996,0.0002,0.0002,0.0002,0.0006,0.0001
2.209,8.2361,7.5467,0.0000,0.2802,0.2039,0.6894,59.0,7.1,1.3,3597.8,1.3,1.6,0.7,3.0,1.3,3578.5,3535.1,3599.6,3623.3,3456.8,3466.4,3575.1,3429.1,0.0020,0.0004,0.9995,0.0004,0.0005,0.0002,0.0008,0.0004
2.410,8.2950,7.5958,0.0000,0.2805,0.2039,0.6992,59.0,11.5,0.2,3590.1,6.7,0.7,2.8,1.2,1.8,3551.4,3315.9,3598.7,3552.7,3472.8,3433.3,3570.4,3414.3,0.0032,0.0001,0.9976,0.0019,0.0002,0.0008,0.0003,0.0005
2.610,8.6325,7.9599,0.0000,0.2887,0.2002,0.6726,59.0,52.6,53.0,3564.8,15.6,53.9,7.5,3.3,8.2,3533.9,3496.8,3595.1,3424.2,3588.0,3434.6,3417.8,3493.7,0.0149,0.0151,0.9916,0.0045,0.0150,0.0022,0.0010,0.0023
2.811,8.2214,7.5317,0.0000,0.2802,0.2032,0.6897,59.0,8.1,0.4,3598.4,0.8,1.1,0.5,1.0,0.6,3568.5,6197.7,3599.7,3497.2,3596.5,3482.6,3576.6,3253.8,0.0023,0.0001,0.9996,0.0002,0.0003,0.0001,0.0003,0.0002
3.012,8.2248,7.5363,0.0000,0.2798,0.2042,0.6885,59.0,6.1,0.7,3597.9,0.7,0.8,0.5,1.4,0.6,3564.4,3504.3,3599.7,3528.5,3515.7,2940.4,3584.1,3331.6,0.0017,0.0002,0.9995,0.0002,0.0002,0.0002,0.0004,0.0002
3.213,8.2489,7.5436,0.0000,0.2798,0.2029,0.7053,59.0,8.7,0.9,3596.1,1.6,0.4,0.9,2.0,0.8,3564.5,3413.7,3599.5,3501.5,3416.4,3911.5,3593.0,3431.9,0.0024,0.0003,0.9991,0.0005,0.0001,0.0002,0.0006,0.0002
3.413,8.1765,7.5247,0.0000,0.2798,0.2023,0.6518,59.0,6.3,0.4,3597.3,1.3,0.5,1.1,1.9,0.6,3547.7,3334.4,3599.6,3553.1,3605.5,3545.3,3593.5,3256.4,0.0018,0.0001,0.9994,0.0004,0.0001,0.0003,0.0005,0.0002
3.614,8.5870,7.8976,0.0000,0.2872,0.1978,0.6894,60.0,44.5,5.2,3561.4,18.9,3.2,48.1,3.7,12.7,3499.9,3384.1,3595.7,3422.3,3423.2,3522.7,3463.4,3533.7,0.0127,0.0015,0.9905,0.0055,0.0009,0.0137,0.0011,0.0036
3.815,8.2199,7.5329,0.0000,0.2802,0.2026,0.6869,60.0,6.7,0.2,3598.5,1.0,0.1,0.5,1.8,0.5,3545.9,3278.9,3599.7,3551.9,3624.9,3492.3,3598.7,3334.2,0.0019,0.0001,0.9997,0.0003,0.0000,0.0001,0.0005,0.0002
4.016,8.2214,7.5384,0.0000,0.2798,0.2032,0.6830,59.0,7.4,1.1,3596.8,0.7,0.8,0.5,2.2,0.7,3546.5,3549.3,3599.7,3517.2,3507.1,3474.0,3600.5,3345.7,0.0021,0.0003,0.9992,0.0002,0.0002,0.0001,0.0006,0.0002
4.217,8.2367,7.5390,0.0000,0.2798,0.2036,0.6976,60.0,6.9,1.4,3596.8,1.4,0.4,0.8,2.7,0.5,3553.7,3537.9,3599.6,3557.7,3408.2,3529.8,3594.1,3332.0,0.0019,0.0004,0.9992,0.0004,0.0001,0.0002,0.0007,0.0002
4.418,8.2297,7.5375,0.0000,0.2805,0.2020,0.6921,60.0,7.3,0.9,3595.5,1.5,0.5,2.6,1.2,1.8,3548.9,3467.2,3599.4,3540.5,3621.3,3511.0,3585.6,3384.4,0.0021,0.0003,0.9989,0.0004,0.0001,0.0008,0.0003,0.0005
4.618,8.5605,7.9040,0.0000,0.2866,0.1990,0.6564,59.0,56.8,15.3,3552.6,19.1,2.0,38.5,3.4,3.4,3514.6,3403.9,3594.8,3357.0,3385.7,3471.4,3398.1,3438.6,0.0161,0.0045,0.9883,0.0057,0.0006,0.0111,0.0010,0.0010
4.819,8.2089,7.5232,0.0000,0.2802,0.2042,0.6857,59.0,7.7,0.2,3599.4,0.9,1.5,0.5,0.9,0.5,3569.7,3358.3,3599.7,3535.8,3599.5,3309.2,3584.3,3504.7,0.0022,0.0001,0.9999,0.0002,0.0004,0.0002,0.0002,0.0002
5.020,8.2129,7.5250,0.0000,0.2798,0.2054,0.6879,60.0,6.5,0.5,3599.7,0.7,1.1,0.8,1.0,0.4,3559.0,3526.1,3599.8,3520.0,3600.4,3528.8,3599.7,3498.6,0.0018,0.0001,1.0000,0.0002,0.0003,0.0002,0.0003,0.0001
5.221,8.2699,7.5802,0.0000,0.2802,0.2039,0.6897,60.0,7.7,0.5,3597.6,1.7,1.8,1.0,2.5,1.3,3571.3,3513.6,3599.7,3551.1,3522.6,3468.9,3604.7,3467.3,0.0022,0.0001,0.9994,0.0005,0.0005,0.0003,0.0007,0.0004
5.422,8.3594,7.5308,0.0000,0.2798,0.2048,0.8286,60.0,6.2,0.2,3599.0,0.7,3.1,0.5,0.8,0.9,3565.0,3268.1,3599.7,3521.7,3598.8,3489.9,3601.7,3496.9,0.0017,0.0001,0.9998,0.0002,0.0009,0.0001,0.0002,0.0003
5.622,8.9132,7.8628,0.0000,0.2884,0.2008,1.0504,60.0,24.8,5.2,3573.4,7.7,0.9,35.1,3.8,47.2,3461.1,3534.7,3597.0,3436.2,3363.7,3521.3,3443.4,3524.1,0.0072,0.0015,0.9934,0.0022,0.0003,0.0100,0.0011,0.0134
