t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.200,13.3752,12.7557,0.0000,0.2811,0.1889,0.6195,61.0,3163.5,29.5,3163.6,3166.0,3.7,0.7,9.3,0.1,3196.0,2542.8,3199.5,3196.8,1368.7,2943.7,903.0,1978.3,0.9898,0.0116,0.9888,0.9904,0.0027,0.0002,0.0103,0.0001
0.400,15.0442,14.3606,0.0000,0.2869,0.1895,0.6836,63.0,3335.6,78.5,3335.7,3335.6,40.9,14.1,4.0,6.5,3330.0,3330.2,3330.1,3330.0,3331.8,3330.7,3326.0,3329.9,1.0017,0.0236,1.0017,1.0017,0.0123,0.0042,0.0012,0.0019
0.601,14.9044,14.1537,0.0000,0.2808,0.1904,0.7507,63.0,3335.6,26.9,3335.6,3335.6,3.2,1.5,1.1,1.9,3330.0,3330.7,3330.0,3330.0,3300.4,3335.8,3317.5,3334.4,1.0017,0.0081,1.0017,1.0017,0.0010,0.0005,0.0003,0.0006
0.801,14.8089,14.1458,0.0000,0.2789,0.1889,0.6631,64.0,3335.6,23.0,3335.6,3335.6,1.9,1.2,2.4,0.6,3330.0,3330.9,3330.0,3330.0,3344.9,3306.5,3326.8,3360.7,1.0017,0.0069,1.0017,1.0017,0.0006,0.0004,0.0007,0.0002
1.001,14.8089,14.1385,0.0000,0.2783,0.1874,0.6705,64.0,3335.6,23.5,3335.6,3335.6,1.7,0.4,1.7,0.6,3330.0,3330.7,3330.0,3330.0,3330.1,3405.8,3340.0,3333.8,1.0017,0.0071,1.0017,1.0017,0.0005,0.0001,0.0005,0.0002
1.201,14.7854,14.0988,0.0000,0.2786,0.1910,0.6866,64.0,3335.6,22.5,3335.6,3335.6,0.8,0.5,1.6,0.9,3330.0,3330.8,3330.0,3330.0,3333.1,3309.1,3323.5,3318.0,1.0017,0.0067,1.0017,1.0017,0.0002,0.0001,0.0005,0.0003
1.402,15.0836,14.3374,0.0000,0.2878,0.1913,0.7462,65.0,3335.6,36.0,3335.6,3335.6,3.9,47.4,42.2,1.9,3330.0,3330.4,3330.0,3330.0,3340.9,3332.1,3331.1,3315.9,1.0017,0.0108,1.0017,1.0017,0.0012,0.0142,0.0127,0.0006
1.602,14.8425,14.1589,0.0000,0.2795,0.1907,0.6836,65.0,3335.6,26.9,3335.6,3335.6,3.2,2.7,0.5,2.9,3330.0,3330.7,3330.0,3330.0,3313.4,3293.1,3221.4,3339.1,1.0017,0.0081,1.0017,1.0017,0.0010,0.0008,0.0001,0.0009
1.802,14.8117,14.1253,0.0000,0.2805,0.1935,0.6863,65.0,3335.6,23.3,3335.6,3335.6,6.1,5.4,0.4,4.6,3330.0,3330.7,3330.0,3330.0,3325.4,3331.1,3371.3,3331.3,1.0017,0.0070,1.0017,1.0017,0.0018,0.0016,0.0001,0.0014
2.002,14.7760,14.0930,0.0000,0.2786,0.1941,0.6830,65.0,3335.6,19.6,3335.5,3335.6,1.7,0.7,0.6,0.3,3330.0,3330.7,3329.9,3330.0,3365.6,3351.0,3326.5,3355.8,1.0017,0.0059,1.0017,1.0017,0.0005,0.0002,0.0002,0.0001
2.203,14.8312,14.0905,0.0000,0.2795,0.1926,0.7407,65.0,3335.6,19.1,3335.7,3335.6,1.1,0.8,0.7,0.3,3330.0,3330.6,3330.1,3330.0,3333.6,3320.7,3338.7,3322.0,1.0017,0.0057,1.0017,1.0017,0.0003,0.0002,0.0002,0.0001
