t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.202,0.4617,0.0626,0.0000,0.2838,0.0333,0.3992,49.0,2.4,0.5,1.0,1.8,4.5,8.2,1.9,0.8,851.2,778.1,897.3,856.8,897.7,894.9,893.4,920.5,0.0028,0.0007,0.0011,0.0021,0.0050,0.0092,0.0022,0.0009
0.405,0.6909,0.2331,0.0000,0.2917,0.0500,0.4578,49.0,5.8,14.2,30.0,52.3,3.7,7.9,6.7,0.1,1198.7,2161.7,1037.9,1257.5,1080.2,897.7,1626.5,691.4,0.0049,0.0065,0.0289,0.0416,0.0034,0.0088,0.0041,0.0002
0.607,0.5991,0.0488,0.0000,0.2795,0.1471,0.5502,49.0,3.5,0.2,3.3,0.2,2.6,4.7,2.0,2.9,876.9,916.8,899.3,932.1,896.7,887.8,893.0,913.8,0.0040,0.0002,0.0037,0.0002,0.0029,0.0053,0.0023,0.0031
0.811,0.4794,0.0619,0.0000,0.2847,0.0311,0.4175,50.0,3.7,0.2,3.6,0.8,2.3,6.3,2.1,4.3,868.5,771.5,871.9,795.6,874.4,829.3,886.2,870.7,0.0042,0.0002,0.0042,0.0010,0.0026,0.0076,0.0024,0.0049
1.014,0.5280,0.0586,0.0000,0.2850,0.1318,0.4694,49.0,3.3,0.4,2.5,0.4,2.7,6.4,1.3,1.9,811.3,840.9,807.9,861.9,808.4,801.1,821.7,807.8,0.0041,0.0004,0.0031,0.0005,0.0033,0.0080,0.0016,0.0024
1.216,0.4861,0.0528,0.0000,0.2805,0.0247,0.4333,49.0,5.7,1.0,1.1,1.6,8.2,4.2,3.7,0.7,804.6,804.8,814.5,805.3,809.3,809.5,805.7,846.8,0.0071,0.0012,0.0013,0.0019,0.0101,0.0052,0.0045,0.0008
1.418,0.7236,0.2383,0.0009,0.2917,0.0912,0.4843,50.0,13.0,14.6,34.9,10.4,46.7,6.1,10.4,0.5,1297.1,2268.7,1092.0,1381.1,1181.2,871.7,1574.0,1397.2,0.0100,0.0064,0.0319,0.0075,0.0396,0.0070,0.0066,0.0004
1.622,0.4810,0.0607,0.0000,0.2838,0.0241,0.4202,49.0,3.0,0.2,3.2,0.1,2.1,7.5,2.8,1.9,841.3,882.6,902.9,899.5,897.6,879.2,902.1,898.9,0.0036,0.0002,0.0035,0.0002,0.0024,0.0085,0.0031,0.0021
1.825,0.4706,0.0671,0.0000,0.2838,0.0256,0.4034,49.0,5.0,0.2,3.0,0.7,1.0,6.8,3.2,1.8,861.3,805.2,876.8,810.6,856.2,828.9,874.9,886.1,0.0058,0.0002,0.0035,0.0008,0.0011,0.0082,0.0037,0.0020
2.028,0.5261,0.0537,0.0000,0.2835,0.1044,0.4724,49.0,4.6,0.3,1.4,0.9,0.1,8.1,2.7,0.1,882.6,838.9,850.2,812.6,679.1,843.2,860.6,859.9,0.0052,0.0003,0.0016,0.0011,0.0002,0.0096,0.0031,0.0002
2.232,0.3674,0.0317,0.0000,0.2792,0.0177,0.3357,49.0,3.9,0.2,0.2,0.1,0.1,6.2,0.3,0.2,871.8,812.1,946.3,690.5,974.6,838.6,885.3,739.1,0.0044,0.0002,0.0002,0.0002,0.0001,0.0074,0.0003,0.0002
2.434,0.7715,0.2380,0.0000,0.2936,0.0537,0.5334,49.0,7.3,1.7,36.4,9.3,45.3,18.4,9.9,1.1,1071.1,987.3,1102.2,1655.8,1204.8,1613.2,1318.2,909.6,0.0068,0.0017,0.0330,0.0056,0.0376,0.0114,0.0075,0.0012
2.636,0.4443,0.0528,0.0000,0.2795,0.0180,0.3915,49.0,3.3,0.1,2.6,0.2,2.3,5.9,3.4,1.5,869.5,826.9,885.8,839.7,880.6,831.2,891.6,887.9,0.0038,0.0002,0.0029,0.0002,0.0027,0.0071,0.0038,0.0017
2.839,0.4285,0.0650,0.0000,0.2853,0.0333,0.3635,49.0,3.7,0.1,4.1,2.4,0.5,7.4,3.3,1.2,911.0,918.3,892.2,900.0,889.3,893.6,897.1,902.9,0.0041,0.0002,0.0046,0.0027,0.0005,0.0083,0.0037,0.0013
3.041,0.5115,0.0391,0.0000,0.2756,0.0925,0.4724,49.0,3.6,0.1,1.8,0.7,0.1,5.2,1.6,0.5,880.6,796.4,896.8,881.0,728.3,842.9,891.8,902.2,0.0041,0.0002,0.0020,0.0008,0.0002,0.0062,0.0018,0.0005
3.243,0.4282,0.0348,0.0000,0.2774,0.0168,0.3934,50.0,4.2,0.3,0.2,5.2,1.2,2.5,0.2,0.1,850.3,825.3,988.7,833.7,894.0,835.7,975.6,825.5,0.0049,0.0003,0.0002,0.0062,0.0013,0.0029,0.0002,0.0002
3.447,0.7416,0.2393,0.0000,0.2945,0.0500,0.5023,49.0,5.6,0.2,17.0,15.6,32.3,45.3,9.7,3.6,1130.0,970.8,1865.2,1236.3,994.4,1188.8,1397.7,944.4,0.0049,0.0002,0.0091,0.0126,0.0324,0.0381,0.0070,0.0038
3.649,0.4501,0.0488,0.0000,0.2811,0.0253,0.4013,49.0,4.4,0.1,4.3,4.6,1.6,0.5,5.5,2.9,875.3,709.4,853.8,870.8,866.7,881.6,865.6,881.1,0.0050,0.0002,0.0050,0.0052,0.0018,0.0005,0.0063,0.0033
3.852,0.4443,0.0619,0.0000,0.2853,0.0330,0.3824,49.0,7.6,0.4,2.6,1.2,3.6,2.3,1.6,0.6,871.5,645.8,895.3,842.4,884.5,896.5,893.6,855.1,0.0087,0.0007,0.0029,0.0015,0.0041,0.0026,0.0018,0.0007
4.054,0.5548,0.0562,0.0000,0.2832,0.0934,0.4987,50.0,9.7,1.3,1.4,0.9,8.3,3.6,2.7,0.1,810.0,917.0,811.1,812.9,809.5,807.3,804.7,808.8,0.0120,0.0014,0.0017,0.0011,0.0103,0.0044,0.0033,0.0002
4.257,0.4391,0.0293,0.0000,0.2795,0.0168,0.4098,49.0,6.9,0.9,1.2,0.7,2.3,0.4,0.2,0.2,810.0,800.8,809.1,810.3,810.3,808.4,819.9,812.8,0.0086,0.0011,0.0015,0.0009,0.0028,0.0005,0.0002,0.0002
4.460,0.6866,0.2341,0.0000,0.2951,0.0479,0.4526,49.0,11.8,0.7,16.6,10.9,32.4,46.6,4.9,3.5,1033.1,858.4,1798.1,1341.6,1023.1,1915.3,1028.6,1171.8,0.0114,0.0008,0.0092,0.0081,0.0316,0.0243,0.0048,0.0030
4.662,0.4514,0.0549,0.0000,0.2805,0.0272,0.3964,50.0,6.2,0.2,3.4,0.1,1.9,1.0,3.5,1.5,838.0,940.8,811.5,666.0,803.3,810.1,806.5,799.5,0.0074,0.0002,0.0042,0.0002,0.0023,0.0012,0.0044,0.0019
4.864,0.4724,0.0595,0.0000,0.2826,0.0290,0.4129,49.0,8.4,0.2,3.1,5.3,2.3,2.1,2.9,0.2,806.5,762.7,816.3,818.0,816.4,805.9,818.8,836.9,0.0104,0.0003,0.0038,0.0064,0.0028,0.0026,0.0035,0.0002
5.065,0.4706,0.0561,0.0000,0.2789,0.0333,0.4144,50.0,7.7,1.7,1.7,1.2,3.6,1.4,1.9,2.2,812.1,833.6,817.0,816.2,827.7,818.7,827.1,838.2,0.0095,0.0021,0.0020,0.0014,0.0044,0.0017,0.0023,0.0026
5.268,0.4321,0.0394,0.0000,0.2792,0.0180,0.3928,49.0,6.5,0.8,0.5,0.6,1.3,1.5,1.3,0.1,833.6,838.3,728.2,820.1,883.0,825.6,819.8,750.7,0.0078,0.0010,0.0007,0.0007,0.0015,0.0018,0.0016,0.0002
5.471,0.7025,0.2243,0.0000,0.2927,0.0504,0.4782,49.0,8.9,0.6,31.5,8.9,4.5,15.0,5.1,46.7,1026.0,1012.0,1096.0,1665.3,1419.1,2010.3,1352.7,1184.2,0.0087,0.0006,0.0288,0.0053,0.0032,0.0075,0.0037,0.0395
5.674,0.4175,0.0455,0.0000,0.2808,0.0558,0.3720,49.0,6.1,1.0,2.7,1.0,0.2,2.0,5.0,0.2,883.5,920.7,895.0,907.9,897.0,891.4,899.4,1001.7,0.0069,0.0011,0.0030,0.0011,0.0002,0.0022,0.0056,0.0002
5.877,0.5365,0.0577,0.0000,0.2869,0.0760,0.4788,49.0,8.8,4.5,3.5,3.0,2.0,5.8,5.9,1.1,864.1,889.5,882.5,894.2,902.2,872.7,892.7,888.7,0.0102,0.0051,0.0040,0.0033,0.0022,0.0066,0.0066,0.0012
6.079,1.0388,0.0513,0.0000,0.2841,0.1379,0.9875,49.0,6.8,0.6,0.9,1.0,3.4,0.5,8.8,1.1,840.9,842.5,884.4,812.0,826.8,845.5,830.9,847.1,0.0081,0.0007,0.0010,0.0012,0.0041,0.0005,0.0106,0.0013
