t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.200,13.1866,12.5100,0.0000,0.2811,0.1923,0.6766,67.0,33.7,8.8,3283.2,3284.4,1.1,1.6,3288.3,3288.5,1824.7,1697.5,3378.1,3377.1,1231.8,989.2,3375.7,3374.9,0.0185,0.0052,0.9719,0.9725,0.0009,0.0016,0.9741,0.9744
0.401,15.1492,14.4262,0.0000,0.2884,0.1926,0.7230,68.0,57.6,16.1,3515.1,3515.1,9.7,7.7,3515.0,3515.0,3331.7,3330.1,3584.2,3584.2,3340.2,3330.3,3584.1,3584.1,0.0173,0.0048,0.9807,0.9807,0.0029,0.0023,0.9807,0.9807
0.601,15.2826,14.5874,0.0000,0.2887,0.1904,0.6952,70.0,83.4,15.2,3503.3,3503.3,10.8,48.4,3503.3,3503.3,3330.2,3330.1,3577.9,3577.9,3320.0,3329.3,3577.9,3577.9,0.0250,0.0046,0.9792,0.9791,0.0033,0.0145,0.9791,0.9791
0.802,15.1309,14.3966,0.0000,0.2811,0.1938,0.7343,69.0,23.2,7.1,3525.8,3525.8,3.8,2.8,3525.8,3525.8,3330.7,3329.9,3588.1,3588.0,3327.0,3334.4,3588.1,3588.1,0.0070,0.0021,0.9826,0.9826,0.0012,0.0008,0.9826,0.9826
1.003,15.0375,14.3719,0.0000,0.2802,0.1941,0.6656,69.0,18.3,6.8,3524.7,3524.7,4.1,0.1,3524.6,3524.7,3331.3,3330.3,3585.1,3585.1,3336.3,3407.4,3585.0,3585.1,0.0055,0.0020,0.9832,0.9832,0.0012,0.0000,0.9832,0.9832
1.203,15.0796,14.3109,0.0000,0.2786,0.1917,0.7687,70.0,25.3,6.7,3504.9,3507.5,1.9,0.1,3504.9,3507.5,3327.2,3331.1,3586.0,3585.8,3317.7,3262.2,3586.1,3585.8,0.0076,0.0020,0.9774,0.9782,0.0006,0.0000,0.9774,0.9782
1.404,15.2337,14.4995,0.0000,0.2917,0.1947,0.7343,70.0,58.3,19.3,3515.5,3515.5,14.2,33.1,3515.6,3515.5,3331.2,3314.4,3583.9,3583.9,3344.0,3330.1,3583.9,3583.9,0.0175,0.0058,0.9809,0.9809,0.0042,0.0099,0.9809,0.9809
1.604,15.2481,14.5443,0.0000,0.2850,0.1929,0.7037,70.0,42.2,43.0,3524.6,3524.6,12.8,3.6,3524.6,3524.6,3330.2,3331.7,3581.8,3581.9,3329.6,3330.1,3581.9,3581.9,0.0127,0.0129,0.9840,0.9840,0.0038,0.0011,0.9840,0.9840
1.804,15.0772,14.3829,0.0000,0.2792,0.1929,0.6943,71.0,15.6,4.2,3541.5,3541.4,7.5,1.4,3541.4,3541.4,3332.7,3330.9,3587.9,3587.9,3330.3,3332.9,3587.9,3587.9,0.0047,0.0013,0.9870,0.9870,0.0022,0.0004,0.9870,0.9870
2.005,15.1168,14.3707,0.0000,0.2798,0.1932,0.7462,71.0,13.4,1.1,3545.5,3545.6,5.3,1.2,3545.6,3545.6,3328.2,3347.4,3582.6,3582.6,3331.5,3334.6,3582.6,3582.6,0.0040,0.0003,0.9897,0.9897,0.0016,0.0004,0.9897,0.9897
