t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.200,12.7273,12.0709,0.0000,0.2814,0.1929,0.6564,61.0,3498.1,28.4,3506.0,2.3,3.8,1.3,1.7,3.0,3591.2,3335.5,3590.6,3298.3,3449.3,3333.7,3515.2,3328.5,0.9741,0.0085,0.9764,0.0007,0.0011,0.0004,0.0005,0.0009
0.401,13.0487,12.3388,0.0000,0.2863,0.1907,0.7098,63.0,3484.7,46.3,3484.7,8.6,3.6,4.0,38.5,47.7,3579.9,3330.5,3579.9,3329.6,3387.1,3327.2,3533.9,3330.5,0.9734,0.0139,0.9734,0.0026,0.0011,0.0012,0.0109,0.0143
0.601,12.7716,12.1130,0.0000,0.2783,0.1889,0.6586,63.0,3489.6,28.8,3489.7,0.8,0.8,0.3,1.1,0.6,3586.6,3330.7,3586.7,3337.3,3528.5,3427.7,3439.1,3325.2,0.9730,0.0086,0.9730,0.0003,0.0002,0.0001,0.0003,0.0002
0.801,12.8662,12.1441,0.0000,0.2811,0.1889,0.7220,64.0,3492.8,28.6,3492.8,1.2,2.2,1.6,1.6,4.3,3583.6,3330.7,3583.6,3097.6,3498.0,3327.9,3516.8,3331.0,0.9747,0.0086,0.9747,0.0004,0.0006,0.0005,0.0005,0.0013
1.002,12.7765,12.1008,0.0000,0.2786,0.1907,0.6757,64.0,3515.4,20.3,3512.2,0.5,1.0,0.4,0.1,1.8,3583.0,3330.9,3583.2,4021.2,3423.8,3258.3,3396.5,3329.4,0.9811,0.0061,0.9802,0.0001,0.0003,0.0001,0.0000,0.0005
1.202,12.8708,12.1505,0.0000,0.2805,0.1932,0.7202,64.0,3511.8,27.9,3511.8,2.1,0.9,1.2,3.0,1.8,3587.4,3330.5,3587.4,3330.1,3552.6,3358.6,3415.4,3329.7,0.9789,0.0084,0.9789,0.0006,0.0003,0.0004,0.0009,0.0005
1.403,13.0310,12.3745,0.0000,0.2866,0.1932,0.6564,64.0,3508.0,66.5,3508.0,9.4,3.8,1.6,4.4,48.1,3580.4,3330.3,3580.4,3330.6,3407.9,3329.5,3332.7,3330.1,0.9798,0.0200,0.9798,0.0028,0.0011,0.0005,0.0013,0.0144
1.603,12.9123,12.1859,0.0000,0.2811,0.1981,0.7263,64.0,3543.9,17.9,3543.8,3.7,2.3,0.9,0.5,1.5,3594.2,3330.7,3594.2,3330.2,3506.0,3329.6,3351.5,3268.0,0.9860,0.0054,0.9860,0.0011,0.0007,0.0003,0.0001,0.0005
1.804,12.8213,12.1689,0.0000,0.2786,0.1953,0.6525,64.0,3531.0,21.7,3531.0,0.2,0.7,0.1,0.3,0.2,3594.0,3330.5,3594.0,3334.6,3491.7,3309.0,3468.1,3952.7,0.9825,0.0065,0.9825,0.0001,0.0002,0.0000,0.0001,0.0000
2.004,12.8509,12.1554,0.0000,0.2792,0.1929,0.6955,64.0,3508.6,25.8,3507.5,0.5,0.7,0.1,0.8,1.2,3584.6,3330.7,3584.6,3325.3,3405.0,3205.4,3386.7,3329.0,0.9788,0.0077,0.9785,0.0001,0.0002,0.0000,0.0002,0.0004
2.205,12.9428,12.2183,0.0000,0.2805,0.1941,0.7245,65.0,3512.2,26.0,3512.2,2.1,2.7,0.8,1.6,1.7,3592.3,3330.8,3592.3,3318.5,3508.6,3314.1,3456.2,3277.1,0.9777,0.0078,0.9777,0.0006,0.0008,0.0002,0.0005,0.0005
2.405,13.0713,12.4139,0.0000,0.2869,0.1904,0.6573,65.0,3493.8,71.1,3493.8,10.7,1.3,1.7,3.8,47.5,3580.3,3330.2,3580.3,3332.8,3457.7,3346.9,3383.3,3331.3,0.9758,0.0213,0.9758,0.0032,0.0004,0.0005,0.0011,0.0143
2.606,12.9599,12.2381,0.0000,0.2805,0.1932,0.7217,65.0,3526.1,22.4,3526.1,1.1,0.4,0.1,0.6,2.7,3593.4,3330.7,3593.4,3304.0,3586.1,3152.4,3570.7,3344.2,0.9813,0.0067,0.9813,0.0003,0.0001,0.0000,0.0002,0.0008
2.806,12.8399,12.1823,0.0000,0.2786,0.1907,0.6577,65.0,3497.8,27.5,3497.8,0.7,0.1,0.4,0.5,0.6,3587.1,3330.7,3587.1,3377.4,3009.2,3288.7,3339.6,3331.8,0.9751,0.0083,0.9751,0.0002,0.0000,0.0001,0.0002,0.0002
3.006,13.0328,12.2845,0.0000,0.2802,0.1941,0.7483,65.0,3520.8,22.5,3519.3,0.2,0.6,0.5,0.7,0.7,3593.0,3330.9,3593.1,3313.3,3530.0,3417.8,3489.4,3199.6,0.9799,0.0068,0.9794,0.0001,0.0002,0.0001,0.0002,0.0002
