t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.201,0.7233,0.0436,0.0000,0.2945,0.1190,0.6796,50.0,5.4,1.3,2.0,0.7,6.1,0.4,1.8,2.3,805.2,795.4,805.4,806.9,806.0,815.3,807.5,810.5,0.0068,0.0016,0.0025,0.0009,0.0075,0.0005,0.0023,0.0029
0.402,0.7422,0.0528,0.0000,0.2936,0.1038,0.6894,50.0,6.2,2.0,0.2,1.6,6.2,12.2,1.5,1.0,805.6,821.2,839.1,802.6,805.5,809.2,811.5,809.6,0.0077,0.0025,0.0002,0.0020,0.0076,0.0151,0.0019,0.0012
0.604,0.5786,0.0565,0.0000,0.2896,0.0629,0.5222,50.0,5.5,1.1,0.8,3.9,5.5,0.2,1.3,0.7,805.6,813.8,812.0,810.8,805.0,854.5,748.5,808.8,0.0068,0.0014,0.0009,0.0048,0.0068,0.0002,0.0017,0.0009
0.806,0.6934,0.0443,0.0000,0.2850,0.0363,0.6491,50.0,2.7,0.5,0.2,1.1,7.0,0.8,2.2,0.5,796.3,810.7,778.9,830.6,805.6,809.0,852.6,788.7,0.0034,0.0006,0.0002,0.0013,0.0087,0.0010,0.0025,0.0006
1.008,0.6760,0.1401,0.0000,0.3046,0.0555,0.5359,50.0,10.2,7.2,31.1,6.0,12.1,5.5,11.8,10.3,934.8,804.2,999.4,813.2,964.6,860.0,889.0,989.5,0.0109,0.0090,0.0311,0.0073,0.0126,0.0064,0.0133,0.0104
1.209,0.7077,0.0659,0.0000,0.2905,0.0400,0.6418,50.0,6.4,3.8,2.1,1.5,10.6,1.4,1.9,3.9,814.2,826.7,812.3,804.9,816.6,860.0,812.0,813.1,0.0079,0.0045,0.0026,0.0018,0.0129,0.0017,0.0023,0.0048
1.411,0.7538,0.0565,0.0000,0.2884,0.0806,0.6973,50.0,5.2,1.4,0.2,0.2,4.3,12.7,3.0,0.7,864.1,887.2,825.8,815.9,803.6,813.1,895.1,859.0,0.0060,0.0016,0.0002,0.0002,0.0053,0.0156,0.0034,0.0008
1.613,0.6158,0.0476,0.0000,0.2884,0.0732,0.5682,50.0,5.1,1.1,0.8,0.5,4.3,0.2,1.2,0.5,869.5,883.9,870.9,859.4,824.2,831.0,887.2,871.9,0.0059,0.0013,0.0009,0.0006,0.0052,0.0002,0.0013,0.0006
1.815,0.6686,0.0595,0.0000,0.2869,0.0363,0.6091,50.0,8.0,0.9,0.2,1.6,4.7,1.9,1.5,0.5,880.8,831.1,732.2,893.4,853.6,880.9,850.7,817.8,0.0090,0.0011,0.0002,0.0018,0.0055,0.0022,0.0017,0.0006
2.016,0.7413,0.1266,0.0000,0.3015,0.0528,0.6146,50.0,12.2,8.5,27.1,7.0,9.8,5.6,8.3,9.7,942.6,849.3,877.6,835.7,872.7,826.0,845.5,1040.5,0.0129,0.0100,0.0309,0.0084,0.0112,0.0067,0.0098,0.0093
2.218,0.5884,0.0690,0.0000,0.2905,0.0403,0.5194,50.0,4.9,3.7,3.2,1.4,4.6,3.0,1.9,3.5,837.0,815.7,825.6,812.7,848.8,828.0,811.1,828.0,0.0058,0.0046,0.0039,0.0017,0.0055,0.0036,0.0023,0.0042
2.420,0.7367,0.0684,0.0000,0.2905,0.0574,0.6683,50.0,5.1,2.1,0.8,0.2,4.5,12.5,2.5,1.5,891.3,891.6,902.4,808.1,841.3,845.9,894.9,889.9,0.0057,0.0024,0.0009,0.0002,0.0054,0.0148,0.0028,0.0017
2.621,0.6921,0.0455,0.0000,0.2878,0.0861,0.6467,50.0,4.5,2.4,0.8,0.5,4.0,0.2,1.2,0.2,901.7,914.4,877.1,900.8,869.6,885.6,905.9,981.8,0.0050,0.0026,0.0009,0.0006,0.0046,0.0002,0.0014,0.0002
2.823,0.6058,0.0525,0.0000,0.2863,0.0269,0.5533,50.0,5.4,2.9,1.6,1.9,3.7,1.1,3.0,2.1,895.1,897.5,886.9,891.8,854.5,885.3,892.1,885.5,0.0060,0.0032,0.0018,0.0022,0.0043,0.0013,0.0033,0.0023
3.024,0.6161,0.1175,0.0000,0.3003,0.0491,0.4987,50.0,11.1,7.4,27.0,5.4,9.2,5.9,8.5,8.1,947.2,859.9,902.9,826.2,994.8,950.1,842.1,1086.7,0.0117,0.0086,0.0299,0.0066,0.0093,0.0062,0.0101,0.0075
3.226,0.7715,0.1468,0.0000,0.2924,0.0473,0.6247,50.0,20.6,2.8,2.4,2.3,7.5,41.9,4.0,3.8,833.2,850.1,835.9,1508.2,1547.8,956.0,1098.3,1155.1,0.0248,0.0033,0.0029,0.0016,0.0049,0.0438,0.0037,0.0033
3.427,0.7251,0.0824,0.0000,0.2872,0.0534,0.6427,50.0,22.4,2.5,0.2,1.9,4.2,1.1,2.2,0.7,1155.1,982.0,900.3,896.6,882.8,1541.1,909.5,902.5,0.0194,0.0026,0.0002,0.0021,0.0048,0.0007,0.0024,0.0008
3.629,0.6796,0.0519,0.0000,0.2920,0.0894,0.6277,50.0,6.4,2.5,1.0,4.6,3.9,0.2,1.6,0.2,813.7,818.6,830.8,811.0,800.9,829.4,808.1,791.1,0.0079,0.0031,0.0012,0.0056,0.0048,0.0002,0.0020,0.0002
3.831,0.6314,0.0424,0.0000,0.2856,0.0351,0.5890,50.0,3.8,3.0,0.3,2.0,3.7,1.0,1.5,0.2,791.5,822.9,809.1,818.8,809.9,808.1,808.1,721.6,0.0048,0.0036,0.0003,0.0025,0.0046,0.0013,0.0019,0.0002
4.033,0.6033,0.0906,0.0000,0.3015,0.0510,0.5127,49.0,10.0,8.2,27.6,5.4,9.1,5.2,8.9,7.3,817.0,817.3,809.5,812.6,804.0,811.0,821.5,811.0,0.0123,0.0100,0.0342,0.0066,0.0113,0.0065,0.0108,0.0090
4.234,0.6763,0.0449,0.0000,0.2887,0.0378,0.6314,49.0,5.1,2.0,2.4,1.3,4.9,0.4,0.8,3.0,809.9,812.7,811.0,770.4,809.9,801.0,794.9,809.1,0.0063,0.0025,0.0030,0.0017,0.0060,0.0005,0.0010,0.0037
4.436,0.9286,0.1938,0.0134,0.3091,0.0952,0.7214,50.0,6.7,15.2,0.2,48.0,23.2,1.0,2.8,0.9,1037.9,829.6,1261.3,1315.1,1430.2,864.1,1038.3,1103.0,0.0065,0.0184,0.0001,0.0365,0.0162,0.0011,0.0027,0.0008
4.637,0.6317,0.0366,0.0000,0.2957,0.0577,0.5951,50.0,5.0,1.8,0.7,0.5,4.6,0.2,1.3,0.5,945.4,916.8,929.4,904.4,990.4,945.3,902.4,893.7,0.0053,0.0020,0.0008,0.0006,0.0047,0.0002,0.0015,0.0006
4.839,0.6259,0.0626,0.0000,0.2890,0.0412,0.5634,49.0,3.8,10.9,0.1,0.7,4.3,0.6,2.0,0.7,890.8,896.9,745.4,878.0,859.6,876.7,892.3,886.6,0.0043,0.0122,0.0002,0.0008,0.0050,0.0007,0.0022,0.0008
5.041,0.7120,0.1401,0.0000,0.3030,0.0519,0.5719,49.0,13.8,7.4,33.1,7.9,9.8,6.5,13.8,12.0,929.5,815.5,1169.9,822.8,823.8,841.6,860.2,1063.6,0.0148,0.0091,0.0283,0.0096,0.0120,0.0077,0.0161,0.0113
5.243,0.6033,0.0449,0.0000,0.2893,0.0317,0.5585,50.0,4.8,4.4,2.8,1.2,5.8,0.2,1.0,3.3,808.3,810.7,807.8,810.1,810.0,815.6,823.2,808.5,0.0059,0.0054,0.0034,0.0015,0.0071,0.0003,0.0012,0.0041
5.444,0.7059,0.0528,0.0000,0.2881,0.0702,0.6531,49.0,17.0,2.3,0.2,0.2,5.2,0.4,2.0,0.7,817.6,863.4,772.5,745.4,809.4,785.9,830.8,876.1,0.0208,0.0027,0.0002,0.0003,0.0064,0.0005,0.0024,0.0008
5.646,0.6280,0.0391,0.0000,0.2841,0.0494,0.5890,49.0,5.6,0.2,1.0,0.5,4.0,0.2,0.1,0.2,828.7,1029.5,821.4,889.2,861.3,948.8,1071.6,916.6,0.0068,0.0002,0.0012,0.0006,0.0047,0.0002,0.0001,0.0002
5.848,0.6058,0.0488,0.0000,0.2878,0.0339,0.5569,50.0,5.2,3.7,0.2,1.3,3.7,0.8,3.1,1.3,813.5,809.5,825.7,843.8,827.1,813.6,806.0,809.4,0.0064,0.0045,0.0002,0.0016,0.0045,0.0010,0.0038,0.0017
6.050,1.2900,0.1288,0.0000,0.3088,0.1508,1.1612,49.0,16.0,7.4,27.5,9.7,14.5,6.1,9.6,10.6,857.2,811.1,909.7,811.5,870.6,844.2,852.7,972.5,0.0186,0.0092,0.0302,0.0120,0.0166,0.0073,0.0112,0.0109
6.251,0.6280,0.0574,0.0000,0.2917,0.0400,0.5707,49.0,7.8,2.3,1.9,2.4,3.8,2.2,3.0,1.5,806.0,808.5,814.7,802.0,810.1,809.6,803.3,822.4,0.0097,0.0028,0.0024,0.0030,0.0047,0.0028,0.0037,0.0019
6.453,0.7016,0.0702,0.0000,0.2921,0.0650,0.6314,50.0,17.9,1.0,1.0,1.7,4.0,1.3,1.3,2.4,811.3,810.0,811.1,869.4,809.9,810.3,827.2,820.5,0.0220,0.0012,0.0012,0.0019,0.0049,0.0016,0.0015,0.0029
6.655,0.6219,0.0372,0.0000,0.2899,0.0934,0.5847,50.0,6.5,1.3,0.7,0.5,3.9,0.2,1.3,0.4,799.1,810.2,794.1,813.5,800.2,815.7,794.0,810.2,0.0082,0.0016,0.0009,0.0006,0.0049,0.0002,0.0017,0.0005
6.857,0.6384,0.0433,0.0000,0.2866,0.0357,0.5951,49.0,7.5,3.5,0.2,0.7,3.1,0.6,0.2,1.0,808.6,813.6,846.3,813.1,795.8,829.3,945.4,812.8,0.0093,0.0043,0.0002,0.0008,0.0039,0.0007,0.0002,0.0013
7.059,0.8023,0.1068,0.0000,0.3018,0.0601,0.6955,49.0,18.0,7.0,28.0,5.3,7.5,6.7,7.7,9.3,934.7,812.6,878.0,803.2,935.5,942.0,900.0,992.3,0.0193,0.0086,0.0319,0.0066,0.0080,0.0071,0.0086,0.0094
