t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.200,15.0265,14.3173,0.0000,0.2884,0.1901,0.7092,66.0,29.5,56.8,3487.9,3486.3,46.0,8.5,3487.5,3495.7,3333.2,3333.7,3584.1,3584.3,3333.9,3332.3,3584.3,3584.0,0.0089,0.0170,0.9732,0.9727,0.0138,0.0026,0.9730,0.9754
0.401,14.9163,14.2852,0.0000,0.2805,0.1917,0.6311,68.0,25.7,8.0,3493.4,3493.4,1.2,2.0,3493.4,3493.4,3330.8,3330.8,3576.7,3576.7,3330.0,3334.4,3576.7,3576.7,0.0077,0.0024,0.9767,0.9767,0.0004,0.0006,0.9767,0.9767
0.602,15.0412,14.3164,0.0000,0.2786,0.1895,0.7248,68.0,22.1,6.5,3501.6,3501.6,0.4,1.1,3501.6,3501.6,3334.8,3329.9,3585.7,3585.7,3337.8,3425.2,3585.7,3585.7,0.0066,0.0020,0.9765,0.9765,0.0001,0.0003,0.9765,0.9765
0.802,15.0479,14.3225,0.0000,0.2805,0.1907,0.7254,68.0,25.0,9.7,3494.1,3494.1,1.9,5.9,3494.1,3494.1,3327.5,3330.5,3578.6,3578.6,3314.8,3307.2,3578.6,3578.6,0.0075,0.0029,0.9764,0.9764,0.0006,0.0018,0.9764,0.9764
1.003,15.0866,14.3539,0.0000,0.2802,0.1904,0.7327,69.0,24.2,7.2,3500.5,3500.5,0.5,2.5,3500.5,3500.5,3330.6,3330.3,3585.0,3585.0,3340.7,3326.5,3585.0,3585.0,0.0073,0.0022,0.9764,0.9764,0.0002,0.0007,0.9764,0.9764
1.204,15.2749,14.6457,0.0000,0.2881,0.1932,0.6293,69.0,60.1,55.9,3513.3,3513.3,4.6,7.3,3513.3,3513.3,3331.4,3330.0,3580.6,3580.6,3330.4,3331.9,3580.6,3580.6,0.0181,0.0168,0.9812,0.9812,0.0014,0.0022,0.9812,0.9812
1.404,15.1831,14.4390,0.0000,0.2820,0.1941,0.7440,69.0,27.2,16.4,3503.4,3503.4,8.0,55.7,3503.4,3503.4,3331.4,3330.0,3568.5,3568.6,3329.0,3332.6,3568.6,3568.5,0.0082,0.0049,0.9817,0.9817,0.0024,0.0167,0.9817,0.9817
1.605,15.1739,14.4259,0.0000,0.2798,0.1944,0.7480,69.0,21.8,4.7,3520.2,3520.2,1.3,1.7,3520.2,3520.2,3326.4,3331.4,3587.1,3587.1,3335.6,3303.5,3587.1,3587.1,0.0066,0.0014,0.9813,0.9813,0.0004,0.0005,0.9813,0.9813
1.806,15.0552,14.4122,0.0000,0.2805,0.1913,0.6430,70.0,28.7,8.1,3495.9,3495.9,2.0,6.7,3495.9,3495.9,3333.9,3330.1,3582.8,3582.8,3332.0,3323.1,3582.8,3582.8,0.0086,0.0024,0.9757,0.9757,0.0006,0.0020,0.9757,0.9757
2.007,15.1623,14.4192,0.0000,0.2792,0.1917,0.7431,70.0,25.4,6.3,3500.3,3500.3,5.1,2.0,3500.4,3500.3,3330.6,3330.1,3588.8,3588.8,3317.1,3328.9,3588.8,3588.8,0.0076,0.0019,0.9753,0.9753,0.0015,0.0006,0.9753,0.9753
