t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.202,1.2967,0.2768,0.0000,0.2832,0.1132,1.0199,49.0,11.0,0.2,0.6,0.1,0.1,0.2,3.3,11.2,3525.1,2632.4,3571.2,2591.8,3207.3,4223.9,3429.7,3524.9,0.0031,0.0001,0.0002,0.0001,0.0000,0.0001,0.0009,0.0032
0.405,0.6284,0.2228,0.0000,0.2808,0.0272,0.4056,50.0,8.8,0.7,1.2,0.2,0.1,0.2,4.5,8.1,3416.4,3544.0,3501.6,3198.1,3143.1,3244.9,3590.2,3557.6,0.0026,0.0002,0.0004,0.0001,0.0000,0.0000,0.0012,0.0023
0.608,0.9320,0.4855,0.0000,0.2908,0.0684,0.4465,49.0,6.8,2.4,28.3,6.5,5.1,3.2,9.5,28.1,3484.8,3481.5,3570.8,3515.5,3578.9,3535.0,3462.7,3562.0,0.0019,0.0007,0.0079,0.0018,0.0014,0.0009,0.0028,0.0079
0.809,0.6018,0.1852,0.0000,0.2795,0.0293,0.4166,49.0,9.0,2.2,1.0,0.2,0.7,0.2,3.2,8.3,3418.4,3502.8,3423.6,3386.2,3450.2,3593.3,3569.4,3518.4,0.0026,0.0006,0.0003,0.0001,0.0002,0.0000,0.0009,0.0024
1.010,1.2195,0.7495,0.0009,0.2899,0.0635,0.4691,50.0,22.4,44.2,4.3,2.4,35.7,4.5,11.7,23.0,3590.1,3564.5,3459.2,3462.6,3573.8,3484.5,3545.7,3528.1,0.0062,0.0124,0.0012,0.0007,0.0100,0.0013,0.0033,0.0065
1.213,0.7400,0.1791,0.0000,0.2811,0.0909,0.5609,49.0,7.1,0.2,0.2,0.2,1.4,0.2,3.0,6.8,3297.9,3884.0,3333.8,3122.6,3481.0,3336.7,3583.4,3142.1,0.0022,0.0000,0.0000,0.0001,0.0004,0.0001,0.0008,0.0022
1.416,0.5377,0.1486,0.0000,0.2795,0.0195,0.3891,49.0,7.5,0.5,0.2,0.2,1.5,0.2,2.7,5.6,3391.1,3150.3,3357.7,3553.1,3503.5,3935.1,3563.3,3524.8,0.0022,0.0002,0.0000,0.0001,0.0004,0.0000,0.0007,0.0016
1.618,0.6345,0.2228,0.0000,0.2820,0.0302,0.4117,49.0,6.3,1.7,5.2,3.9,3.0,1.1,4.2,7.9,3562.8,3375.7,3522.5,3487.9,3519.6,3245.5,3543.0,3545.0,0.0018,0.0005,0.0015,0.0011,0.0008,0.0003,0.0012,0.0022
1.821,0.5896,0.1886,0.0000,0.2805,0.0250,0.4010,49.0,6.7,0.2,0.5,0.1,1.6,0.2,3.7,8.7,3563.8,3313.4,3529.0,3060.1,3478.4,3350.3,3522.0,3542.2,0.0019,0.0001,0.0001,0.0000,0.0005,0.0001,0.0010,0.0025
2.023,1.2875,0.8948,0.0000,0.2917,0.0635,0.3928,49.0,11.7,5.2,7.7,44.3,37.3,65.2,12.6,12.4,3366.1,3576.1,3429.5,3551.6,3555.7,3551.9,3528.4,3516.6,0.0035,0.0014,0.0022,0.0125,0.0105,0.0184,0.0036,0.0035
2.226,0.7010,0.1892,0.0000,0.2802,0.0232,0.5118,48.0,6.4,0.2,0.5,0.2,0.1,0.2,3.4,7.4,3314.7,3399.7,3350.5,3248.0,3135.9,3334.7,3558.9,3534.7,0.0019,0.0001,0.0001,0.0000,0.0000,0.0001,0.0009,0.0021
2.428,0.5975,0.1965,0.0000,0.2805,0.0235,0.4010,49.0,6.3,3.1,0.8,0.2,3.7,1.4,2.5,6.3,3276.3,3520.6,3516.4,3402.7,3591.1,3491.9,3553.4,3086.5,0.0019,0.0009,0.0002,0.0000,0.0010,0.0004,0.0007,0.0020
2.629,0.6827,0.2722,0.0000,0.2805,0.0378,0.4105,49.0,4.4,5.0,3.6,0.2,3.6,3.2,5.9,7.8,2306.7,3374.9,2415.1,3562.0,2182.7,3563.5,3501.2,3531.5,0.0019,0.0015,0.0015,0.0001,0.0017,0.0009,0.0017,0.0022
2.832,0.5981,0.1889,0.0000,0.2811,0.0247,0.4092,48.0,6.1,2.3,1.4,0.4,0.8,0.4,4.3,8.8,3038.2,3455.4,3460.9,3304.5,3402.9,3361.6,3400.5,3543.7,0.0020,0.0007,0.0004,0.0001,0.0002,0.0001,0.0013,0.0025
3.035,1.1285,0.6931,0.0000,0.2917,0.0555,0.4355,48.0,6.4,35.8,44.5,0.7,4.9,4.3,10.1,24.7,3555.1,3455.2,3402.8,3389.8,3336.8,2795.7,3575.1,3217.1,0.0018,0.0104,0.0131,0.0002,0.0015,0.0015,0.0028,0.0077
3.238,0.6595,0.2097,0.0000,0.2805,0.0262,0.4498,49.0,6.0,0.2,1.9,0.2,0.7,0.2,3.1,8.9,3559.2,2956.3,3484.3,3907.0,4198.1,3239.8,3585.9,3533.7,0.0017,0.0001,0.0005,0.0000,0.0002,0.0000,0.0009,0.0025
3.441,0.6537,0.2469,0.0000,0.2817,0.0290,0.4068,48.0,5.0,2.7,1.3,0.2,2.2,2.0,7.6,8.8,3368.0,3582.1,3404.5,2915.6,3492.0,3539.8,3546.7,3235.7,0.0015,0.0008,0.0004,0.0001,0.0006,0.0006,0.0021,0.0027
