t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.200,8.2593,7.0303,0.0000,0.2856,0.2017,1.2289,59.0,3461.1,18.1,5.6,3.6,10.7,1.6,9.3,23.7,3463.5,2582.2,2650.4,2550.9,2805.7,2905.2,2979.2,2534.9,0.9993,0.0070,0.0021,0.0014,0.0038,0.0005,0.0031,0.0094
0.401,8.1854,7.5271,0.0000,0.2786,0.2017,0.6583,60.0,3599.4,1.9,0.2,0.6,1.0,0.2,4.4,0.4,3599.7,3527.1,3666.5,3508.5,3606.6,3304.7,3539.3,3491.2,0.9999,0.0005,0.0000,0.0002,0.0003,0.0001,0.0013,0.0001
0.602,8.2199,7.5345,0.0000,0.2795,0.2023,0.6854,61.0,3599.1,1.3,0.2,0.6,1.0,0.2,4.3,0.4,3599.7,3518.6,3609.8,3504.5,3624.9,3328.5,3548.5,3506.1,0.9998,0.0004,0.0000,0.0002,0.0003,0.0001,0.0012,0.0001
0.803,8.3502,7.6553,0.0000,0.2890,0.2051,0.6949,61.0,3593.9,8.9,7.7,34.8,6.5,7.2,8.8,7.9,3596.8,3429.0,3396.1,3334.0,3346.2,3350.9,3412.7,3376.0,0.9992,0.0026,0.0023,0.0104,0.0020,0.0021,0.0026,0.0023
1.004,8.5541,7.8604,0.0000,0.2884,0.2036,0.6937,61.0,3583.3,2.6,5.6,6.5,9.9,45.6,19.4,32.1,3597.0,3428.0,3394.4,3470.2,3593.7,3524.0,3452.1,3516.8,0.9962,0.0008,0.0016,0.0019,0.0027,0.0129,0.0056,0.0091
1.204,8.3590,7.6483,0.0000,0.2814,0.2020,0.7107,61.0,3588.2,4.4,49.9,0.6,3.5,2.7,5.2,2.8,3598.6,3396.7,3598.9,3487.2,3574.5,3359.8,3501.5,3334.7,0.9971,0.0013,0.0139,0.0002,0.0010,0.0008,0.0015,0.0008
1.405,8.1860,7.5354,0.0000,0.2786,0.2032,0.6506,62.0,3600.3,2.1,0.1,0.7,1.0,1.0,5.7,0.1,3599.8,3561.9,3453.9,3517.6,3627.0,3390.0,3536.6,3061.6,1.0001,0.0006,0.0000,0.0002,0.0003,0.0003,0.0016,0.0000
1.606,8.2220,7.5366,0.0000,0.2795,0.2051,0.6854,61.0,3598.7,0.9,0.1,0.7,1.0,0.2,4.8,0.1,3599.8,3539.5,3590.6,3512.2,3623.8,3338.3,3547.5,3341.8,0.9997,0.0003,0.0000,0.0002,0.0003,0.0001,0.0014,0.0000
1.807,8.3597,7.6654,0.0000,0.2994,0.2017,0.6943,62.0,3593.3,8.6,9.0,8.7,6.4,34.1,11.5,7.4,3596.6,3364.4,3334.1,3398.0,3334.8,3330.0,3400.8,3334.3,0.9991,0.0025,0.0027,0.0026,0.0019,0.0102,0.0034,0.0022
2.008,8.6557,7.9544,0.0000,0.2899,0.2005,0.7013,62.0,3577.4,6.4,3.8,3.7,63.0,38.0,20.3,47.0,3597.1,3503.2,3359.4,3427.6,3590.3,3529.8,3452.1,3531.5,0.9945,0.0018,0.0011,0.0011,0.0175,0.0108,0.0059,0.0133
2.208,8.2785,7.5631,0.0000,0.2808,0.2023,0.7153,62.0,3594.7,5.3,0.4,0.2,2.9,1.5,5.5,1.8,3599.0,3491.7,3430.6,3233.9,3581.6,3309.7,3516.7,3284.6,0.9988,0.0015,0.0001,0.0001,0.0008,0.0004,0.0016,0.0005
2.409,8.1814,7.5305,0.0000,0.2783,0.1996,0.6509,62.0,3597.9,2.4,0.3,0.4,0.9,0.4,4.1,0.6,3599.6,3574.2,3430.2,3325.1,3605.2,3290.6,3519.0,3270.3,0.9995,0.0007,0.0001,0.0001,0.0003,0.0001,0.0012,0.0002
2.610,8.2425,7.5415,0.0000,0.2798,0.2029,0.7010,62.0,3598.5,2.1,0.2,0.2,0.7,0.2,3.4,0.4,3599.6,3579.9,3360.5,3771.2,3637.5,3802.9,3509.7,3267.2,0.9997,0.0006,0.0000,0.0001,0.0002,0.0001,0.0010,0.0001
2.810,8.4186,7.6773,0.0006,0.3000,0.2039,0.7407,62.0,3591.7,8.0,9.2,7.4,21.7,8.4,36.4,6.4,3593.8,3350.5,3361.4,3358.4,3502.1,3402.8,3356.2,3333.7,0.9994,0.0024,0.0028,0.0022,0.0062,0.0025,0.0108,0.0019
3.011,8.5797,7.8854,0.0000,0.2890,0.2026,0.6943,63.0,3576.0,6.8,6.7,33.2,8.9,47.1,22.7,3.7,3596.6,3487.4,3367.5,3520.7,3505.9,3519.8,3437.6,3342.5,0.9943,0.0019,0.0020,0.0094,0.0025,0.0134,0.0066,0.0011
3.212,8.2574,7.6062,0.0000,0.2795,0.2039,0.6512,62.0,3595.7,4.7,0.4,0.2,3.2,2.7,4.7,1.7,3599.3,3513.0,3438.4,3309.5,3563.8,3464.3,3500.8,3434.9,0.9990,0.0013,0.0001,0.0001,0.0009,0.0008,0.0013,0.0005
