file,experiment,arm,sched,epp_mode,strict,rep,timestamp,ok,exit_code,kernel,on_ac,governor,start_temp_c,wall_s,pkg_j,core_j,uncore_j,dram_j,psys_j,rest_j,avg_pkg_w,pkg_c_mean,pkg_c_max,energy_to_solution_j,edp_js,pkg_j_per_s,rest_frac,partitioned_epp,n_big_cpus,n_little_cpus,big_cpus,little_cpus,smt_pairs_split,bzy_mhz_big_mean,bzy_mhz_little_mean,bzy_ratio_little_over_big,cpu0_avg_mhz,cpu0_bzy_mhz,cpu0_busy,cpu0_epp,cpu1_avg_mhz,cpu1_bzy_mhz,cpu1_busy,cpu1_epp,cpu2_avg_mhz,cpu2_bzy_mhz,cpu2_busy,cpu2_epp,cpu3_avg_mhz,cpu3_bzy_mhz,cpu3_busy,cpu3_epp,cpu4_avg_mhz,cpu4_bzy_mhz,cpu4_busy,cpu4_epp,cpu5_avg_mhz,cpu5_bzy_mhz,cpu5_busy,cpu5_epp,cpu6_avg_mhz,cpu6_bzy_mhz,cpu6_busy,cpu6_epp,cpu7_avg_mhz,cpu7_bzy_mhz,cpu7_busy,cpu7_epp,pinger_present,pinger_n,wake_us_p50,wake_us_p99,wake_us_p999,wake_us_mean,work_us_p50,work_us_p99,work_us_mean,target_work_us,spin_present,spin_threads,spin_miters_total,spin_miters_mean,bls_present,bls_enqueue,bls_dsq_big,bls_dsq_little,bls_cross_domain,bls_run_big_ms,bls_run_little_ms,bls_cross_frac,bls_run_big_frac,bls_run_little_frac,bls_dsq_big_frac,bls_direct_dispatch,bls_elapsed_s,bls_event,bls_local_hit,bls_no_idle_in_domain,bls_reclassify,bls_tasks_big,bls_tasks_little,notes
data/raw/e2-coupling/flat.little1.rep01.json,e2-coupling,flat.little1,,flat,,1,2026-07-22T11:57:36+00:00,true,0,7.1.4-arch1-1,true,powersave,48,20.0024,166.031,151.846,0,5.616,4.031,14.184,8.3006,64.3,67,166.031,3321.018474,8.300554,0.08543,false,8,0,0 1 2 3 4 5 6 7,,0,3460.175,,,10.5,3527.4,0.003,128,3.7,3387.8,0.0011,128,3588.5,3592.1,0.999,128,7.8,3398.1,0.0023,128,7.7,3479.9,0.0022,128,7.8,3420.4,0.0022,128,2.7,3510.3,0.0008,128,2.6,3365.4,0.0008,128,false,,,,,,,,,,true,1,494.975,494.975,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/flat.little1.rep02.json,e2-coupling,flat.little1,,flat,,2,2026-07-22T12:09:29+00:00,true,0,7.1.4-arch1-1,true,powersave,48,20.0029,166.722,152.442,0,5.614,4.025,14.28,8.3349,63.4,66,166.722,3334.923494,8.334891,0.085652,false,8,0,0 1 2 3 4 5 6 7,,0,3475.1875,,,8.9,3505.5,0.0026,128,8.4,3421.9,0.0024,128,3588.3,3595.5,0.998,128,4.7,3414.2,0.0014,128,8.6,3454.2,0.0024,128,6.5,3466.9,0.0019,128,3.9,3503.1,0.0011,128,4.9,3440.2,0.0014,128,false,,,,,,,,,,true,1,495.039,495.039,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/flat.little1.rep03.json,e2-coupling,flat.little1,,flat,,3,2026-07-22T12:21:44+00:00,true,0,7.1.4-arch1-1,true,powersave,48,20.003,172.834,155.406,0.657,6.289,4.024,16.771,8.6404,64,66,172.834,3457.198502,8.640404,0.097035,false,8,0,0 1 2 3 4 5 6 7,,0,3456.125,,,26,3514,0.0075,128,9.2,3395.5,0.0027,128,3580.6,3590.2,0.9973,128,24.8,3421.6,0.0072,128,7.3,3411.5,0.0022,128,16.8,3457.9,0.0049,128,11.5,3459.6,0.0034,128,8.3,3398.7,0.0025,128,false,,,,,,,,,,true,1,493.932,493.932,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/flat.little1.rep04.json,e2-coupling,flat.little1,,flat,,4,2026-07-22T12:32:10+00:00,true,0,7.1.4-arch1-1,true,powersave,48,20.0029,165.958,151.691,0,5.62,4.031,14.266,8.2967,62.1,64,165.958,3319.641278,8.296697,0.085962,false,8,0,0 1 2 3 4 5 6 7,,0,3456.6375,,,12.7,3539.2,0.0036,128,4.6,3399.7,0.0014,128,3586.6,3591.7,0.9986,128,3,3364.8,0.0009,128,3.8,3417.7,0.0011,128,6,3430.6,0.0017,128,4.8,3491.1,0.0014,128,8,3418.3,0.0024,128,false,,,,,,,,,,true,1,494.863,494.863,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/flat.little1.rep05.json,e2-coupling,flat.little1,,flat,,5,2026-07-22T12:41:25+00:00,true,0,7.1.4-arch1-1,true,powersave,47,20.003,166.218,152.18,0,5.611,4.026,14.038,8.3097,62.3,64,166.218,3324.858654,8.309654,0.084455,false,8,0,0 1 2 3 4 5 6 7,,0,3463.1125,,,14.9,3531.4,0.0042,128,8,3474.2,0.0023,128,3585.6,3594.4,0.9975,128,7.7,3406.8,0.0022,128,3.6,3497.6,0.001,128,3.4,3384.6,0.001,128,1.7,3446.3,0.0005,128,4.8,3369.6,0.0015,128,false,,,,,,,,,,true,1,494.771,494.771,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/flat.little1.rep06.json,e2-coupling,flat.little1,,flat,,6,2026-07-22T12:50:21+00:00,true,0,7.1.4-arch1-1,true,powersave,46,20.0026,166.336,152.301,0,5.62,4.024,14.035,8.3157,60.8,63,166.336,3327.152474,8.315719,0.084377,false,8,0,0 1 2 3 4 5 6 7,,0,3468.6625,,,14,3545.2,0.004,128,4.6,3412.7,0.0013,128,3590.6,3596.3,0.9984,128,6.8,3370.6,0.002,128,6.2,3478.2,0.0018,128,8.3,3406.6,0.0024,128,4.7,3484.2,0.0014,128,5.3,3455.5,0.0015,128,false,,,,,,,,,,true,1,494.318,494.318,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/flat.little2.rep00.json,e2-coupling,flat.little2,,flat,,0,2026-07-22T11:47:14+00:00,true,0,7.1.4-arch1-1,true,powersave,49,20.0031,262.285,246.15,0.02,5.742,3.829,16.114,13.1122,69.2,72,262.285,5246.513084,13.112218,0.061437,false,8,0,0 1 2 3 4 5 6 7,,0,3412.4625,,,23.8,3326.7,0.0071,128,7.6,3313.8,0.0023,128,3511.5,3583.3,0.98,128,3511.5,3583.3,0.98,128,2.9,3325.5,0.0009,128,2.9,3306,0.0009,128,3.5,3430.5,0.0011,128,3.5,3430.6,0.001,128,false,,,,,,,,,,true,2,968.695,484.3475,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/flat.little2.rep01.json,e2-coupling,flat.little2,,flat,,1,2026-07-22T11:58:54+00:00,true,0,7.1.4-arch1-1,true,powersave,50,20.0031,262.233,247.931,0,5.626,3.825,14.301,13.1096,70.2,75,262.233,5245.472922,13.109618,0.054535,false,8,0,0 1 2 3 4 5 6 7,,0,3409.0125,,,30.4,3326.1,0.0091,128,13.8,3312.2,0.0042,128,3507.4,3581.2,0.9794,128,3507.4,3581.3,0.9794,128,9.3,3307,0.0028,128,7.3,3342.5,0.0022,128,3.9,3375.4,0.0012,128,5.8,3446.4,0.0017,128,false,,,,,,,,,,true,2,967.809,483.9045,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/flat.little2.rep02.json,e2-coupling,flat.little2,,flat,,2,2026-07-22T12:10:49+00:00,true,0,7.1.4-arch1-1,true,powersave,50,20.0027,261.811,247.504,0,5.613,3.816,14.307,13.0888,69.5,73,261.811,5236.92689,13.088783,0.054646,false,8,0,0 1 2 3 4 5 6 7,,0,3401.625,,,36,3324.9,0.0108,128,5.3,3320.2,0.0016,128,3505.4,3584.3,0.978,128,3505.4,3584.3,0.978,128,4.2,3311.3,0.0013,128,6.7,3328.7,0.002,128,2.9,3400.5,0.0009,128,4.5,3358.8,0.0013,128,false,,,,,,,,,,true,2,967.021,483.5105,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/flat.little2.rep03.json,e2-coupling,flat.little2,,flat,,3,2026-07-22T12:22:52+00:00,true,0,7.1.4-arch1-1,true,powersave,50,20.0028,264.284,247.852,0.168,5.738,3.822,16.264,13.2124,69.2,72,264.284,5286.419995,13.21235,0.06154,false,8,0,0 1 2 3 4 5 6 7,,0,3422.1,,,30.9,3325,0.0093,128,5.5,3315.8,0.0017,128,3509.2,3583.2,0.9793,128,3509.2,3583,0.9794,128,7.2,3323.5,0.0022,128,5.8,3309.4,0.0018,128,9.3,3477.2,0.0027,128,2,3459.7,0.0006,128,false,,,,,,,,,,true,2,968.084,484.042,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/flat.little2.rep04.json,e2-coupling,flat.little2,,flat,,4,2026-07-22T12:33:19+00:00,true,0,7.1.4-arch1-1,true,powersave,49,20.0029,261.574,247.171,0,5.613,3.817,14.403,13.0768,68.5,72,261.574,5232.238565,13.076804,0.055063,false,8,0,0 1 2 3 4 5 6 7,,0,3406.375,,,34.7,3326.8,0.0104,128,6.4,3315.5,0.0019,128,3506.5,3583.9,0.9784,128,3506.5,3583.9,0.9784,128,2.9,3306.8,0.0009,128,4.2,3311.2,0.0013,128,5.7,3381.4,0.0016,128,3.8,3441.5,0.0011,128,false,,,,,,,,,,true,2,967.256,483.628,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/flat.little2.rep05.json,e2-coupling,flat.little2,,flat,,5,2026-07-22T12:42:29+00:00,true,0,7.1.4-arch1-1,true,powersave,49,20.0031,262.037,247.449,0,5.688,3.813,14.588,13.0998,68.3,71,262.037,5241.552315,13.09982,0.055672,false,8,0,0 1 2 3 4 5 6 7,,0,3410.3,,,38.7,3325.2,0.0116,128,13.3,3326.5,0.004,128,3500.9,3579.6,0.978,128,3500.9,3579.6,0.978,128,7.8,3332.9,0.0024,128,11.6,3305.8,0.0035,128,7.6,3412.8,0.0022,128,9.6,3420,0.0028,128,false,,,,,,,,,,true,2,965.448,482.724,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/flat.little2.rep06.json,e2-coupling,flat.little2,,flat,,6,2026-07-22T12:51:19+00:00,true,0,7.1.4-arch1-1,true,powersave,50,20.0029,262.357,247.962,0,5.655,3.821,14.395,13.1159,68.2,71,262.357,5247.900835,13.115948,0.054868,false,8,0,0 1 2 3 4 5 6 7,,0,3403.2625,,,31.3,3323.6,0.0094,128,12.6,3307.7,0.0038,128,3508.4,3584.1,0.9789,128,3508.3,3583.9,0.9789,128,10.4,3307.1,0.0031,128,7.9,3330.2,0.0024,128,5.1,3409.8,0.0015,128,2.9,3379.7,0.0009,128,false,,,,,,,,,,true,2,966.72,483.36,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/flat.little4.rep00.json,e2-coupling,flat.little4,,flat,,0,2026-07-22T11:48:46+00:00,true,0,7.1.4-arch1-1,true,powersave,51,20.003,309.096,292.992,0.007,5.733,3.83,16.097,15.4525,75.8,80,309.096,6182.847288,15.452482,0.052078,false,8,0,0 1 2 3 4 5 6 7,,0,3450.075,,,30.6,3324,0.0092,128,9.3,3316.1,0.0028,128,3510.1,3582.9,0.9797,128,3510.1,3582.9,0.9797,128,5.2,3308.5,0.0016,128,5.8,3320.7,0.0018,128,3510.1,3582.8,0.9797,128,3510.1,3582.7,0.9798,128,false,,,,,,,,,,true,4,1935.505,483.87625,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/flat.little4.rep01.json,e2-coupling,flat.little4,,flat,,1,2026-07-22T12:00:30+00:00,true,0,7.1.4-arch1-1,true,powersave,50,20.0026,309.091,294.757,0,5.621,3.834,14.333,15.4526,76,80,309.091,6182.623637,15.452541,0.046371,false,8,0,0 1 2 3 4 5 6 7,,0,3450.2375,,,32.5,3317.2,0.0098,128,9.3,3321.7,0.0028,128,3510.8,3581.2,0.9803,128,3510.8,3581.2,0.9803,128,6.7,3330.5,0.002,128,13.2,3307.7,0.004,128,3510.8,3581.2,0.9803,128,3510.9,3581.2,0.9804,128,false,,,,,,,,,,true,4,1935.893,483.97325,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/flat.little4.rep02.json,e2-coupling,flat.little4,,flat,,2,2026-07-22T12:12:35+00:00,true,0,7.1.4-arch1-1,true,powersave,50,20.0028,308.682,293.836,0,5.668,3.834,14.846,15.4319,75.6,80,308.682,6174.50431,15.43194,0.048095,false,8,0,0 1 2 3 4 5 6 7,,0,3444.3875,,,35.6,3315.6,0.0108,128,13.9,3313.6,0.0042,128,3511.6,3580.2,0.9808,128,3511.6,3580.2,0.9808,128,12.4,3309.8,0.0037,128,9.6,3295.3,0.0029,128,3511.6,3580.2,0.9809,128,3511.7,3580.2,0.9809,128,false,,,,,,,,,,true,4,1935.984,483.996,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/flat.little4.rep03.json,e2-coupling,flat.little4,,flat,,3,2026-07-22T12:24:22+00:00,true,0,7.1.4-arch1-1,true,powersave,49,20.0027,310.293,293.675,0.172,5.744,3.833,16.446,15.5125,74.5,78,310.293,6206.697791,15.512556,0.053002,false,8,0,0 1 2 3 4 5 6 7,,0,3449.625,,,30.6,3315.3,0.0093,128,7.7,3320.1,0.0023,128,3507.5,3579.9,0.9798,128,3507.5,3579.8,0.9798,128,11.2,3329.5,0.0034,128,12,3312.6,0.0036,128,3507.5,3579.9,0.9798,128,3507.5,3579.9,0.9798,128,false,,,,,,,,,,true,4,1933.986,483.4965,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/flat.little4.rep04.json,e2-coupling,flat.little4,,flat,,4,2026-07-22T12:34:35+00:00,true,0,7.1.4-arch1-1,true,powersave,50,20.0027,308.482,293.728,0,5.62,3.835,14.753,15.422,74.7,78,308.482,6170.472901,15.422018,0.047825,false,8,0,0 1 2 3 4 5 6 7,,0,3452.8,,,29.1,3326.1,0.0088,128,8.1,3330.9,0.0024,128,3517.9,3585.1,0.9812,128,3517.8,3585.2,0.9812,128,9.3,3320.2,0.0028,128,9.8,3304.7,0.0029,128,3517.9,3585.2,0.9812,128,3518,3585,0.9813,128,false,,,,,,,,,,true,4,1939.607,484.90175,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/flat.little4.rep05.json,e2-coupling,flat.little4,,flat,,5,2026-07-22T12:43:43+00:00,true,0,7.1.4-arch1-1,true,powersave,50,20.003,307.895,292.677,0,5.622,3.83,15.219,15.3924,74.3,78,307.895,6158.823685,15.392441,0.049429,false,8,0,0 1 2 3 4 5 6 7,,0,3452.2375,,,32.9,3320.6,0.01,128,8.7,3327.4,0.0026,128,3509.4,3583.6,0.9793,128,3509.4,3583.7,0.9793,128,7.6,3324.1,0.0023,128,10.5,3311.1,0.0032,128,3509.4,3583.7,0.9792,128,3509.4,3583.7,0.9793,128,false,,,,,,,,,,true,4,1934.834,483.7085,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/flat.little4.rep06.json,e2-coupling,flat.little4,,flat,,6,2026-07-22T12:52:29+00:00,true,0,7.1.4-arch1-1,true,powersave,49,20.0016,306.921,292.543,0,5.613,3.822,14.378,15.3448,73.6,77,306.921,6138.911074,15.344822,0.046846,false,8,0,0 1 2 3 4 5 6 7,,0,3457.625,,,31.5,3329.2,0.0094,128,8.5,3324.9,0.0025,128,3509.6,3585.4,0.9788,128,3509.6,3585.4,0.9789,128,8.9,3334.8,0.0027,128,7.8,3330.5,0.0023,128,3509.5,3585.4,0.9788,128,3509.5,3585.4,0.9788,128,false,,,,,,,,,,true,4,1934.974,483.7435,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/partitioned.big1+little1.rep00.json,e2-coupling,partitioned.big1+little1,,partitioned,,0,2026-07-22T11:41:22+00:00,true,0,7.1.4-arch1-1,true,powersave,49,20.0011,261.118,246.871,0,5.613,3.822,14.247,13.0552,67.8,71,261.118,5222.64723,13.055182,0.054562,true,4,4,0 1 4 5,2 3 6 7,0,3431.95,3433.9,1.000568,3507.6,3588.1,0.9776,0,29.6,3330.6,0.0089,0,3507.6,3588.1,0.9776,255,8.6,3322.8,0.0026,255,3.2,3491.5,0.0009,0,6.8,3317.6,0.002,0,3.7,3492.8,0.0011,255,4.5,3331.9,0.0013,255,false,,,,,,,,,,true,2,966.893,483.4465,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/partitioned.big1+little1.rep01.json,e2-coupling,partitioned.big1+little1,,partitioned,,1,2026-07-22T11:52:17+00:00,true,0,7.1.4-arch1-1,true,powersave,51,20.0013,262.807,248.312,0,5.615,3.828,14.495,13.1394,69.8,73,262.807,5256.481649,13.139496,0.055155,true,4,4,0 1 4 5,2 3 6 7,0,3430.825,3428.175,0.999228,3508.2,3588.3,0.9777,0,32.8,3330.6,0.0098,0,3508.1,3588.3,0.9777,255,5.4,3323.8,0.0016,255,4.4,3469.4,0.0013,0,3.9,3335,0.0012,0,5.3,3475.3,0.0015,255,7.2,3325.3,0.0022,255,false,,,,,,,,,,true,2,967.051,483.5255,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/partitioned.big1+little1.rep02.json,e2-coupling,partitioned.big1+little1,,partitioned,,2,2026-07-22T12:04:06+00:00,true,0,7.1.4-arch1-1,true,powersave,50,20.0015,262.48,247.992,0,5.626,3.831,14.488,13.123,69.7,73,262.48,5249.99372,13.123016,0.055197,true,4,4,0 1 4 5,2 3 6 7,0,3440.5,3433.45,0.997951,3512.4,3587.1,0.9792,0,31.6,3330.6,0.0095,0,3512.4,3587.1,0.9791,255,4.9,3344.4,0.0015,255,9.6,3503.6,0.0028,0,8.5,3340.7,0.0025,0,4.5,3465.3,0.0013,255,9.3,3337,0.0028,255,false,,,,,,,,,,true,2,968.236,484.118,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/partitioned.big1+little1.rep03.json,e2-coupling,partitioned.big1+little1,,partitioned,,3,2026-07-22T12:16:14+00:00,true,0,7.1.4-arch1-1,true,powersave,50,20.0014,264.382,249.563,0,5.617,3.816,14.819,13.2182,70.2,74,264.382,5288.010135,13.218175,0.056051,true,4,4,0 1 4 5,2 3 6 7,0,3437.2,3429.375,0.997723,3507.4,3589.5,0.9771,0,31.4,3331.1,0.0094,0,3507,3589.5,0.977,255,5.9,3336.4,0.0018,255,4.3,3472.9,0.0012,0,3.4,3355.3,0.001,0,4.5,3463.3,0.0013,255,8.1,3328.3,0.0024,255,false,,,,,,,,,,true,2,965.671,482.8355,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/partitioned.big1+little1.rep04.json,e2-coupling,partitioned.big1+little1,,partitioned,,4,2026-07-22T12:27:35+00:00,true,0,7.1.4-arch1-1,true,powersave,49,20.0014,262.216,247.766,0,5.614,3.837,14.45,13.1098,68.6,72,262.216,5244.687102,13.109882,0.055107,true,4,4,0 1 4 5,2 3 6 7,0,3398,3426.85,1.00849,3511.4,3586.4,0.9791,0,29.6,3330.7,0.0089,0,3511.3,3586.4,0.9791,255,3.2,3335.7,0.0009,255,1.8,3363.2,0.0005,0,1.9,3311.7,0.0006,0,3.2,3455.4,0.0009,255,12.4,3329.9,0.0037,255,false,,,,,,,,,,true,2,967.967,483.9835,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/partitioned.big1+little1.rep05.json,e2-coupling,partitioned.big1+little1,,partitioned,,5,2026-07-22T12:37:22+00:00,true,0,7.1.4-arch1-1,true,powersave,50,20.0017,262.777,248.244,0,5.61,3.835,14.532,13.1377,68.5,71,262.777,5255.986721,13.137733,0.055302,true,4,4,0 1 4 5,2 3 6 7,0,3428.55,3428.95,1.000117,3514.3,3590.7,0.9787,0,23.4,3330.7,0.007,0,3514.2,3590.7,0.9787,255,5.9,3330.1,0.0018,255,5,3457.4,0.0014,0,8.4,3335.4,0.0025,0,5.2,3467.2,0.0015,255,5.9,3327.8,0.0018,255,false,,,,,,,,,,true,2,968.837,484.4185,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/partitioned.big1+little1.rep06.json,e2-coupling,partitioned.big1+little1,,partitioned,,6,2026-07-22T12:46:26+00:00,true,0,7.1.4-arch1-1,true,powersave,49,20.0014,262.121,247.665,0,5.616,3.836,14.456,13.1051,67.7,71,262.121,5242.786969,13.105133,0.05515,true,4,4,0 1 4 5,2 3 6 7,0,3424.45,3430.875,1.001876,3514.6,3587.8,0.9796,0,29.8,3330.6,0.0089,0,3514.3,3587.8,0.9795,255,4.3,3319.1,0.0013,255,3.6,3456.1,0.001,0,2.9,3323.3,0.0009,0,5.7,3476,0.0016,255,9.8,3340.6,0.0029,255,false,,,,,,,,,,true,2,967.851,483.9255,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/partitioned.big1+little2.rep00.json,e2-coupling,partitioned.big1+little2,,partitioned,,0,2026-07-22T11:42:36+00:00,true,0,7.1.4-arch1-1,true,powersave,49,20.0014,301.518,286.887,0,5.662,3.791,14.631,15.0749,68.1,71,301.518,6030.782125,15.074845,0.048524,true,4,4,0 1 4 5,2 3 6 7,0,3326.425,3329.875,1.001037,3335.4,3330,1.0016,0,37.8,3330.8,0.0113,0,3335.4,3330,1.0016,255,3335.3,3330,1.0016,255,6,3321.5,0.0018,0,13.1,3323.4,0.0039,0,7.4,3324.7,0.0022,255,6.6,3334.8,0.002,255,false,,,,,,,,,,true,3,1379.819,459.939667,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/partitioned.big1+little2.rep01.json,e2-coupling,partitioned.big1+little2,,partitioned,,1,2026-07-22T11:53:53+00:00,true,0,7.1.4-arch1-1,true,powersave,50,20.0015,303.097,288.591,0,5.629,3.791,14.506,15.1538,69.3,73,303.097,6062.394645,15.153713,0.047859,true,4,4,0 1 4 5,2 3 6 7,0,3331.4,3331.05,0.999895,3335.3,3330,1.0016,0,35.1,3330.8,0.0105,0,3335.3,3330,1.0016,255,3335.3,3330,1.0016,255,9.6,3332.4,0.0029,0,13.1,3332.4,0.0039,0,4.5,3330.1,0.0013,255,3.5,3334.1,0.001,255,false,,,,,,,,,,true,3,1380.283,460.094333,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/partitioned.big1+little2.rep02.json,e2-coupling,partitioned.big1+little2,,partitioned,,2,2026-07-22T12:05:42+00:00,true,0,7.1.4-arch1-1,true,powersave,50,20.0012,312.954,298.538,0,5.62,3.791,14.416,15.6467,69.9,75,312.954,6259.455545,15.646761,0.046064,true,4,4,0 1 4 5,2 3 6 7,0,3332.325,3331.4,0.999722,3335.4,3330,1.0016,0,29.2,3330.8,0.0088,0,3335.3,3330,1.0016,255,3335.4,3330,1.0016,255,5,3330,0.0015,0,8.7,3338.5,0.0026,0,9.7,3330.8,0.0029,255,3.1,3334.8,0.0009,255,false,,,,,,,,,,true,3,1380.193,460.064333,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/partitioned.big1+little2.rep03.json,e2-coupling,partitioned.big1+little2,,partitioned,,3,2026-07-22T12:17:50+00:00,true,0,7.1.4-arch1-1,true,powersave,50,20.0013,302.967,288.291,0,5.619,3.794,14.675,15.1474,69.8,75,302.967,6059.733857,15.147365,0.048438,true,4,4,0 1 4 5,2 3 6 7,0,3337.95,3331.9,0.998188,3335.5,3330,1.0016,0,28.6,3331.1,0.0086,0,3335.4,3330,1.0016,255,3335.4,3330,1.0016,255,5.4,3328.1,0.0016,0,8.8,3362.6,0.0026,0,5.2,3331.5,0.0016,255,6.9,3336.1,0.0021,255,false,,,,,,,,,,true,3,1379.198,459.732667,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/partitioned.big1+little2.rep04.json,e2-coupling,partitioned.big1+little2,,partitioned,,4,2026-07-22T12:28:57+00:00,true,0,7.1.4-arch1-1,true,powersave,49,20.0013,302.473,287.297,0,5.615,3.787,15.176,15.1227,68.3,72,302.473,6049.853215,15.122667,0.050173,true,4,4,0 1 4 5,2 3 6 7,0,3335.15,3331.725,0.998973,3335.4,3330,1.0016,0,26.9,3330.7,0.0081,0,3335.4,3330,1.0016,255,3335.4,3330,1.0016,255,2,3334.8,0.0006,0,8.6,3345.1,0.0026,0,7.2,3330.7,0.0022,255,6.5,3336.2,0.0019,255,false,,,,,,,,,,true,3,1380.411,460.137,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/partitioned.big1+little2.rep05.json,e2-coupling,partitioned.big1+little2,,partitioned,,5,2026-07-22T12:38:34+00:00,true,0,7.1.4-arch1-1,true,powersave,50,20.0014,301.834,287.301,0.009,5.629,3.8,14.524,15.0906,68.4,73,301.834,6037.102568,15.090644,0.048119,true,4,4,0 1 4 5,2 3 6 7,0,3330.475,3333.275,1.000841,3335.3,3330,1.0016,0,28.6,3330.9,0.0086,0,3335.3,3330,1.0016,255,3335.3,3330,1.0016,255,3.2,3334.8,0.001,0,12.2,3326.2,0.0037,0,8.8,3329.1,0.0026,255,2.6,3344,0.0008,255,false,,,,,,,,,,true,3,1380.5,460.166667,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/partitioned.big1+little2.rep06.json,e2-coupling,partitioned.big1+little2,,partitioned,,6,2026-07-22T12:47:34+00:00,true,0,7.1.4-arch1-1,true,powersave,50,20.0015,301.29,286.692,0.008,5.626,3.802,14.589,15.0634,67.9,71,301.29,6026.251935,15.06337,0.048422,true,4,4,0 1 4 5,2 3 6 7,0,3329.225,3333.275,1.001216,3335.4,3330,1.0016,0,29.3,3330.9,0.0088,0,3335.3,3330,1.0016,255,3335.3,3330,1.0016,255,2.8,3327.1,0.0009,0,9.4,3328.9,0.0028,0,5.6,3331.6,0.0017,255,6.8,3341.5,0.002,255,false,,,,,,,,,,true,3,1379.662,459.887333,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/partitioned.big1+little4.rep00.json,e2-coupling,partitioned.big1+little4,,partitioned,,0,2026-07-22T11:44:14+00:00,true,0,7.1.4-arch1-1,true,powersave,50,20.0013,341.966,325.36,0.067,5.833,3.818,16.539,17.0972,73.1,77,341.966,6839.764556,17.097189,0.048364,true,4,4,0 1 4 5,2 3 6 7,0,3330.85,3330,0.999745,3335.4,3330,1.0016,0,31.6,3330.8,0.0095,0,3335.4,3330,1.0016,255,3335.4,3330,1.0016,255,14.6,3332.8,0.0044,0,14,3329.8,0.0042,0,3335.4,3330,1.0016,255,3335.3,3330,1.0016,255,false,,,,,,,,,,true,5,2299.03,459.806,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/partitioned.big1+little4.rep01.json,e2-coupling,partitioned.big1+little4,,partitioned,,1,2026-07-22T11:55:39+00:00,true,0,7.1.4-arch1-1,true,powersave,51,20.0017,343.299,328.769,0,5.62,3.818,14.53,17.1635,74.3,78,343.299,6866.563608,17.163491,0.042325,true,4,4,0 1 4 5,2 3 6 7,0,3326.425,3330,1.001075,3335.3,3330,1.0016,0,31.1,3330.8,0.0093,0,3335.4,3330,1.0016,255,3335.3,3330,1.0016,255,5.2,3318.9,0.0016,0,14.6,3326,0.0044,0,3335.4,3330,1.0016,255,3335.3,3330,1.0016,255,false,,,,,,,,,,true,5,2299.194,459.8388,false,,,,,,,,,,,,,,,,,,,
data/raw/e2-coupling/partitioned.big1+little4.rep02.json,e2-coupling,partitioned.big1+little4,,partitioned,,2,2026-07-22T12:07:20+00:00,true,0,7.1.4-arch1-1,true,powersave,50,20.0018,340.607,326.161,0,5.613,3.812,14.447,17.0289,73.7,78,340.607,6812.753093,17.028817,0.042415,true,4,4,0 1 4 5,2 3 6 7,0,3330.8,3330,0.99976,3335.3,3330,1.0016,0,25.4,3331.1,0.0076,0,3335.3,3330,1.0016,255,3335.4,3330,1.0016,255,9,3330.3,0.0027,0,12.5,3331.8,0.0038,0,3335.3,3330,1.0016,255,3335.3,3330,1.0016,255,false,,,,,,,,,,true,5,2299.218,459.8436,false,,,,,,,,,,,,,,,,,,,
