t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.200,11.6653,11.0461,0.0000,0.2893,0.1932,0.6192,59.0,3296.3,39.0,3296.6,4.7,35.2,22.6,12.1,51.3,3402.4,2557.0,3405.6,1628.5,3184.2,2958.0,1143.9,3101.2,0.9688,0.0152,0.9680,0.0029,0.0111,0.0076,0.0106,0.0165
0.401,12.8436,12.1301,0.0000,0.2802,0.1910,0.7135,61.0,3505.9,28.2,3506.0,0.2,0.1,1.0,0.1,2.1,3591.5,3330.8,3591.6,3335.6,3349.7,3312.5,3501.4,3311.8,0.9762,0.0085,0.9762,0.0001,0.0000,0.0003,0.0000,0.0006
0.601,12.8109,12.1264,0.0000,0.2789,0.1935,0.6845,61.0,3518.8,23.5,3518.7,0.5,0.4,0.9,0.4,1.6,3593.2,3330.8,3593.2,3341.7,3622.6,3284.2,3426.3,3327.8,0.9793,0.0071,0.9793,0.0001,0.0001,0.0003,0.0001,0.0005
0.801,12.8656,12.1466,0.0000,0.2802,0.1941,0.7190,62.0,3524.2,21.9,3524.2,5.4,0.1,0.2,1.1,0.6,3592.6,3330.7,3592.6,3334.5,3181.1,4102.7,3541.5,3328.5,0.9809,0.0066,0.9809,0.0016,0.0000,0.0000,0.0003,0.0002
1.002,12.8057,12.1042,0.0000,0.2789,0.1938,0.7016,62.0,3521.1,22.1,3519.2,2.2,4.1,1.8,1.7,1.9,3586.1,3330.7,3586.1,3329.1,3516.8,3303.4,3386.2,3303.9,0.9819,0.0066,0.9813,0.0007,0.0012,0.0005,0.0005,0.0006
1.202,13.1155,12.3889,0.0000,0.2924,0.1923,0.7266,62.0,3496.4,45.7,3496.4,43.6,35.1,4.8,7.5,17.9,3581.2,3330.2,3581.2,3329.6,3495.1,3328.6,3460.5,3333.0,0.9763,0.0137,0.9763,0.0131,0.0100,0.0014,0.0022,0.0054
1.403,12.7707,12.1032,0.0000,0.2786,0.1923,0.6674,62.0,3512.8,23.3,3512.8,0.2,0.1,0.8,0.1,0.4,3587.2,3331.2,3587.2,3311.6,3579.2,3359.4,3505.5,3335.2,0.9793,0.0070,0.9792,0.0001,0.0000,0.0002,0.0000,0.0001
1.603,12.8952,12.1393,0.0000,0.2802,0.1962,0.7559,63.0,3529.3,20.3,3526.8,0.9,1.5,1.0,0.1,0.6,3591.8,3330.7,3591.9,3332.5,3521.2,3335.6,3397.7,3250.9,0.9826,0.0061,0.9819,0.0003,0.0004,0.0003,0.0000,0.0002
1.804,12.8091,12.1673,0.0000,0.2786,0.1929,0.6418,63.0,3530.4,20.2,3530.4,0.6,0.1,0.1,1.5,1.1,3593.9,3330.8,3593.9,3133.9,3266.6,3309.4,3527.5,3375.4,0.9823,0.0061,0.9823,0.0002,0.0000,0.0000,0.0004,0.0003
2.004,12.8473,12.1200,0.0000,0.2802,0.1913,0.7272,63.0,3508.6,28.5,3508.6,0.4,1.7,1.6,1.4,1.3,3585.3,3330.6,3585.2,3672.1,3342.9,3309.3,3386.1,3392.2,0.9786,0.0085,0.9786,0.0001,0.0005,0.0005,0.0004,0.0004
