t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.200,12.9239,12.2723,0.0000,0.2875,0.1938,0.6516,62.0,3498.8,49.5,3498.6,10.0,8.0,22.7,12.4,42.0,3583.5,3333.0,3583.7,3325.1,3357.8,3336.9,3367.7,3331.2,0.9764,0.0149,0.9763,0.0030,0.0024,0.0068,0.0037,0.0126
0.401,12.9083,12.1725,0.0000,0.2817,0.1965,0.7358,64.0,3550.9,15.1,3549.5,1.4,50.2,4.6,2.1,3.2,3589.5,3326.9,3589.6,3333.3,3584.7,3331.3,3330.4,3308.1,0.9892,0.0045,0.9888,0.0004,0.0140,0.0014,0.0006,0.0010
0.601,12.7902,12.1310,0.0000,0.2786,0.1920,0.6592,64.0,3528.8,18.1,3528.7,0.2,0.1,4.1,0.3,0.8,3588.8,3331.2,3588.8,3348.4,3390.3,3329.7,3420.1,3408.5,0.9833,0.0054,0.9833,0.0001,0.0000,0.0012,0.0001,0.0002
0.802,12.8711,12.1380,0.0000,0.2802,0.1953,0.7330,64.0,3531.7,16.1,3531.7,0.2,1.5,4.5,3.1,2.1,3589.6,3335.5,3589.7,3314.1,3453.4,3330.1,3446.4,3317.2,0.9839,0.0048,0.9839,0.0001,0.0004,0.0014,0.0009,0.0006
1.002,12.8134,12.1548,0.0000,0.2783,0.1941,0.6586,65.0,3534.7,17.4,3534.7,0.2,1.0,3.5,0.3,0.7,3594.4,3331.9,3594.4,3334.2,3542.2,3330.3,3149.0,3370.3,0.9834,0.0052,0.9834,0.0001,0.0003,0.0011,0.0001,0.0002
1.202,13.1610,12.3895,0.0000,0.2902,0.1929,0.7715,65.0,3490.1,52.9,3485.3,48.3,50.5,20.3,13.7,4.4,3582.9,3328.9,3583.0,3330.0,3552.6,3330.3,3435.4,3330.0,0.9741,0.0159,0.9727,0.0145,0.0142,0.0061,0.0040,0.0013
1.403,12.8534,12.1710,0.0000,0.2792,0.1947,0.6824,65.0,3520.6,19.3,3520.6,0.7,1.3,4.1,0.9,1.7,3593.2,3335.2,3593.2,3334.2,3459.3,3330.1,3395.4,3333.1,0.9798,0.0058,0.9798,0.0002,0.0004,0.0012,0.0003,0.0005
1.603,12.8155,12.1313,0.0000,0.2789,0.1944,0.6842,65.0,3517.5,18.3,3517.4,0.2,6.8,3.3,0.7,0.7,3585.8,3326.6,3585.8,3348.4,3587.2,3330.0,3427.1,3242.9,0.9809,0.0055,0.9809,0.0001,0.0019,0.0010,0.0002,0.0002
1.804,12.8979,12.1713,0.0000,0.2798,0.1959,0.7266,65.0,3523.2,17.7,3523.2,0.5,1.2,3.4,1.2,3.4,3593.3,3331.0,3593.3,3324.3,3374.5,3329.6,3338.4,3350.2,0.9805,0.0053,0.9805,0.0001,0.0004,0.0010,0.0004,0.0010
2.004,12.8137,12.1521,0.0000,0.2783,0.1932,0.6616,65.0,3522.8,17.7,3522.8,0.9,0.9,3.1,0.3,1.7,3593.6,3330.8,3593.6,3328.1,3324.2,3330.2,3317.2,3328.2,0.9803,0.0053,0.9803,0.0003,0.0003,0.0009,0.0001,0.0005
