t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.200,1.5555,0.7089,0.0327,0.3079,0.1923,0.8139,50.0,809.3,48.6,803.1,19.5,3.6,10.6,10.9,12.1,810.0,810.1,809.9,810.0,807.5,809.0,810.3,809.0,0.9992,0.0600,0.9916,0.0241,0.0045,0.0131,0.0134,0.0150
0.401,1.4624,0.6433,0.0000,0.2814,0.1965,0.8191,50.0,811.7,22.2,811.8,3.3,0.1,0.6,0.3,1.1,810.4,807.6,810.5,810.2,817.9,809.0,819.2,808.1,1.0015,0.0275,1.0016,0.0041,0.0002,0.0008,0.0004,0.0014
0.603,1.5539,0.6653,0.0250,0.3076,0.1947,0.8636,50.0,811.0,35.4,811.0,4.6,1.4,1.5,1.8,19.1,810.0,811.3,810.0,809.9,818.1,810.4,810.0,809.9,1.0013,0.0437,1.0013,0.0057,0.0017,0.0019,0.0022,0.0236
0.804,1.9269,0.6949,0.0000,0.2820,0.1959,1.2320,50.0,851.3,19.5,851.5,4.3,1.2,0.5,1.0,2.1,850.0,844.1,850.1,858.3,821.2,837.2,815.7,849.2,1.0016,0.0231,1.0016,0.0050,0.0014,0.0005,0.0012,0.0025
1.005,1.6009,0.7965,0.0000,0.2930,0.1935,0.8044,50.0,897.5,37.2,897.4,40.9,3.3,18.3,1.2,8.6,896.2,869.5,896.1,849.3,859.3,871.4,881.4,859.0,1.0014,0.0428,1.0014,0.0482,0.0038,0.0210,0.0014,0.0100
1.206,1.5817,0.7352,0.0333,0.3101,0.1944,0.8133,50.0,871.8,28.9,871.9,10.5,6.2,5.6,1.9,14.6,871.2,866.1,871.3,840.2,812.3,814.8,873.6,821.8,1.0007,0.0334,1.0006,0.0125,0.0077,0.0069,0.0021,0.0178
1.407,1.5707,0.7474,0.0000,0.2814,0.1959,0.8234,50.0,901.5,19.9,901.5,4.1,0.1,1.1,0.6,2.0,900.0,900.2,900.0,900.3,817.8,891.2,894.8,903.3,1.0017,0.0221,1.0017,0.0045,0.0001,0.0012,0.0006,0.0022
1.608,1.5482,0.7605,0.0000,0.2811,0.1938,0.7877,50.0,901.5,24.3,901.5,3.7,0.1,1.0,0.5,0.7,900.0,900.2,900.0,899.9,970.8,904.1,910.3,903.8,1.0017,0.0270,1.0017,0.0041,0.0001,0.0011,0.0006,0.0008
1.809,1.5237,0.7431,0.0000,0.2811,0.1938,0.7806,50.0,901.5,24.7,901.5,3.4,1.2,1.0,1.3,1.3,900.0,901.0,900.0,900.1,902.1,930.0,900.7,900.3,1.0017,0.0274,1.0017,0.0038,0.0013,0.0011,0.0015,0.0014
2.010,1.5970,0.7834,0.0125,0.2994,0.1926,0.8011,49.0,899.7,61.0,899.6,27.7,5.3,4.8,23.3,7.4,898.4,898.1,898.3,888.7,888.7,893.3,883.9,842.4,1.0014,0.0679,1.0014,0.0311,0.0059,0.0054,0.0264,0.0088
