t_s,pkg_w,core_w,uncore_w,dram_w,psys_w,rest_w,pkg_c,cpu0_mhz,cpu1_mhz,cpu2_mhz,cpu3_mhz,cpu4_mhz,cpu5_mhz,cpu6_mhz,cpu7_mhz,cpu0_bzy_mhz,cpu1_bzy_mhz,cpu2_bzy_mhz,cpu3_bzy_mhz,cpu4_bzy_mhz,cpu5_bzy_mhz,cpu6_bzy_mhz,cpu7_bzy_mhz,cpu0_busy,cpu1_busy,cpu2_busy,cpu3_busy,cpu4_busy,cpu5_busy,cpu6_busy,cpu7_busy
0.200,13.2354,11.9897,0.0000,0.2856,0.1926,1.2457,61.0,3507.4,23.1,3507.5,2.0,2.9,8.5,12.1,4.0,3591.2,3337.8,3591.3,3306.5,3350.1,3343.0,3401.7,3318.6,0.9767,0.0069,0.9767,0.0006,0.0009,0.0025,0.0036,0.0012
0.401,12.9089,12.1450,0.0000,0.2869,0.1941,0.7639,63.0,3519.2,21.1,3519.2,2.1,0.6,4.6,1.3,5.5,3588.3,3327.8,3588.3,3330.9,3298.0,3330.0,3532.9,3345.7,0.9807,0.0063,0.9807,0.0006,0.0002,0.0014,0.0004,0.0016
0.601,12.9764,12.1313,0.0000,0.2844,0.1907,0.8450,64.0,3511.5,20.2,3511.4,0.7,2.0,3.6,2.1,1.5,3588.8,3335.5,3588.8,3328.1,3435.4,3330.4,3469.5,3330.5,0.9785,0.0061,0.9784,0.0002,0.0006,0.0011,0.0006,0.0005
0.802,12.9351,12.1469,0.0000,0.2856,0.1920,0.7883,64.0,3524.4,17.6,3523.0,0.5,0.1,3.2,0.1,0.8,3593.5,3328.0,3593.6,3321.6,2832.2,3330.7,3384.3,3330.3,0.9808,0.0053,0.9804,0.0002,0.0000,0.0010,0.0000,0.0002
1.002,12.9754,12.1444,0.0000,0.2847,0.1913,0.8310,64.0,3517.9,18.8,3517.9,1.4,0.5,5.3,2.2,2.2,3590.7,3330.0,3590.7,3335.3,3468.8,3330.1,3490.8,3305.3,0.9797,0.0056,0.9797,0.0004,0.0002,0.0016,0.0006,0.0007
1.203,12.9107,12.1582,0.0000,0.2844,0.1895,0.7526,64.0,3498.2,23.1,3498.2,2.5,0.5,4.0,1.8,1.2,3591.5,3334.9,3591.5,3344.4,3371.9,3329.8,3477.5,3379.0,0.9740,0.0069,0.9740,0.0007,0.0002,0.0012,0.0005,0.0003
1.403,12.9641,12.1270,0.0000,0.2859,0.1913,0.8371,64.0,3499.8,20.6,3498.2,1.4,0.2,4.1,1.7,44.1,3583.1,3327.2,3583.1,3304.1,3367.9,3330.1,3541.0,3330.0,0.9768,0.0062,0.9763,0.0004,0.0001,0.0012,0.0005,0.0132
1.603,12.9556,12.1688,0.0000,0.2847,0.1938,0.7867,65.0,3528.8,18.1,3528.8,0.6,1.7,3.2,1.8,1.0,3593.4,3330.8,3593.4,3329.7,3475.7,3330.1,3493.1,3334.5,0.9820,0.0054,0.9820,0.0002,0.0005,0.0009,0.0005,0.0003
1.804,12.9629,12.1103,0.0000,0.2856,0.1923,0.8527,65.0,3498.7,23.6,3495.7,0.5,0.2,3.3,0.1,0.1,3587.0,3331.6,3587.1,3336.9,3319.3,3331.2,3289.3,3300.5,0.9754,0.0071,0.9745,0.0002,0.0001,0.0010,0.0000,0.0000
2.004,12.8949,12.1209,0.0000,0.2841,0.1913,0.7739,65.0,3512.7,19.3,3512.7,1.0,0.5,3.4,1.0,0.6,3585.5,3330.2,3585.5,3330.6,3471.3,3329.5,3533.1,3331.8,0.9797,0.0058,0.9797,0.0003,0.0001,0.0010,0.0003,0.0002
2.205,13.4482,12.1582,0.0000,0.2859,0.1935,1.2900,65.0,3509.6,19.6,3509.6,1.3,0.4,4.7,1.9,1.6,3592.5,3332.5,3592.5,3331.1,3416.6,3330.2,3519.2,3335.6,0.9769,0.0059,0.9769,0.0004,0.0001,0.0014,0.0005,0.0005
2.405,12.9309,12.1277,0.0000,0.2841,0.1932,0.8032,65.0,3507.3,19.6,3507.3,0.9,0.2,3.3,0.9,1.7,3588.4,3329.0,3588.4,3329.5,3491.4,3330.2,3569.7,3292.2,0.9774,0.0059,0.9774,0.0003,0.0001,0.0010,0.0003,0.0005
2.606,13.0377,12.1933,0.0000,0.2859,0.1968,0.8444,65.0,3539.8,15.0,3539.8,0.2,1.7,3.8,1.8,1.2,3594.5,3334.2,3594.5,3329.6,3384.6,3330.5,3475.3,3329.0,0.9848,0.0045,0.9848,0.0001,0.0005,0.0012,0.0005,0.0004
2.806,12.9385,12.1551,0.0000,0.2844,0.1953,0.7834,65.0,3535.7,15.2,3535.7,1.4,0.2,4.9,0.1,0.9,3589.8,3330.5,3589.8,3330.6,3378.2,3330.4,3290.1,3401.8,0.9849,0.0046,0.9849,0.0004,0.0001,0.0015,0.0000,0.0003
3.007,12.9803,12.1335,0.0000,0.2863,0.1938,0.8469,65.0,3522.5,17.6,3522.5,6.2,1.5,3.3,1.9,1.4,3586.6,3328.4,3586.6,3334.3,3468.8,3330.6,3474.9,3288.4,0.9821,0.0053,0.9821,0.0019,0.0004,0.0010,0.0005,0.0004
3.207,12.9376,12.1869,0.0000,0.2841,0.1938,0.7507,65.0,3530.4,16.8,3530.4,0.2,0.8,3.6,1.8,1.6,3593.3,3330.8,3593.3,3761.8,3487.0,3330.2,3522.7,3331.2,0.9825,0.0050,0.9825,0.0000,0.0002,0.0011,0.0005,0.0005
